user_id,onboarding_skips,quiz_answers,total_events,avg_event_interval_sec,chat_opens,chat_views,messages_sent,messages_received,answer_errors,likes,dislikes,successful_purchase,model_changes,is_advanced,time_to_first_message_sec,error_rate,cluster,predicted_churn_probability,predicted_churned,pca1,pca2
2399,1.0,2.0,13.0,19.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.66894136768809,-1.9002892864767873
2400,0.0,3.0,38.0,97.72972972972973,2.0,2.0,8.0,5.0,3.0,1.0,0.0,1.0,1.0,1.0,355.0,0.375,1,0.792995622263915,1,-1.1094197750258346,0.671377054811074
2405,0.0,3.0,61.0,207.86666666666667,4.0,4.0,15.0,9.0,5.0,3.0,3.0,1.0,0.0,0.0,404.0,0.3333333333333333,1,0.792995622263915,1,0.7500618261393212,0.4404220959928969
2409,0.0,3.0,49.0,175.29166666666666,3.0,3.0,12.0,9.0,2.0,2.0,0.0,1.0,1.0,1.0,376.0,0.1666666666666666,1,0.792995622263915,1,-0.40885506155023776,0.02712617164377796
2419,0.0,3.0,71.0,228.3428571428572,5.0,5.0,21.0,10.0,8.0,2.0,1.0,1.0,0.0,0.0,367.0,0.3809523809523809,1,0.792995622263915,1,1.3099427996588777,1.0122447038567342
2422,0.0,3.0,83.0,196.9878048780488,5.0,5.0,24.0,12.0,12.0,2.0,4.0,1.0,0.0,0.0,363.0,0.5,1,0.792995622263915,1,2.0328909140648337,1.2317161064746307
2424,0.0,3.0,58.0,139.66666666666666,3.0,3.0,16.0,9.0,7.0,1.0,1.0,1.0,1.0,1.0,360.0,0.4375,1,0.792995622263915,1,0.1388615912552394,0.9815159690694545
2429,1.0,2.0,13.0,16.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.677863302005897,-1.909452235197884
2445,1.0,2.0,47.0,147.0,3.0,3.0,9.0,8.0,1.0,4.0,1.0,1.0,1.0,1.0,382.0,0.1111111111111111,1,0.792995622263915,1,-0.4999677507218212,-0.5017600187516879
2448,0.0,3.0,23.0,24.363636363636363,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,321.0,0.6666666666666666,1,0.792995622263915,1,-1.8861265226999027,1.4055221713717063
2453,0.0,3.0,48.0,153.10638297872342,3.0,3.0,11.0,9.0,2.0,0.0,2.0,1.0,1.0,1.0,378.0,0.1818181818181818,1,0.792995622263915,1,-0.43963506458642126,0.09372808167888426
2456,0.0,3.0,36.0,118.65714285714286,2.0,2.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,426.0,0.1428571428571428,1,0.792995622263915,1,-1.3129701355660919,-0.10196363471579797
2474,0.0,3.0,70.0,272.3188405797101,6.0,6.0,18.0,6.0,10.0,3.0,1.0,1.0,0.0,0.0,343.0,0.5555555555555556,1,0.792995622263915,1,1.8264659760539068,1.8480832002428071
2478,0.0,3.0,81.0,230.525,6.0,6.0,22.0,9.0,13.0,2.0,3.0,1.0,0.0,0.0,384.0,0.5909090909090909,1,0.792995622263915,1,2.2356886667989126,1.8164408804302907
2483,0.0,3.0,129.0,185.203125,7.0,7.0,39.0,36.0,3.0,13.0,2.0,1.0,1.0,1.0,361.0,0.0769230769230769,2,0.1395139513951395,0,3.765983688080156,-2.7200476108408753
2485,0.0,3.0,66.0,174.83076923076922,4.0,4.0,21.0,5.0,13.0,0.0,1.0,1.0,0.0,0.0,314.0,0.6190476190476191,1,0.792995622263915,1,1.0176908858175504,2.2639738095763144
2498,1.0,2.0,13.0,19.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.669238765498684,-1.900594718100824
2505,0.0,3.0,13.0,18.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.6716179479834326,-1.9030381710931163
2507,0.0,3.0,13.0,19.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.667156980824529,-1.898456696732568
2510,0.0,3.0,89.0,169.6931818181818,5.0,5.0,25.0,22.0,3.0,9.0,0.0,1.0,1.0,1.0,335.0,0.12,1,0.792995622263915,1,1.6685059718070845,-1.3962366607977483
2514,1.0,2.0,57.0,139.82142857142858,3.0,3.0,15.0,11.0,4.0,2.0,1.0,1.0,1.0,1.0,368.0,0.2666666666666666,1,0.792995622263915,1,-0.04858906778007272,0.14503557490907606
2515,0.0,3.0,82.0,233.1358024691358,6.0,6.0,21.0,12.0,9.0,5.0,2.0,1.0,1.0,1.0,354.0,0.4285714285714285,1,0.792995622263915,1,2.1278180929751613,0.7702366842423417
2523,0.0,3.0,41.0,107.975,2.0,2.0,9.0,9.0,0.0,2.0,0.0,1.0,1.0,1.0,366.0,0.0,1,0.792995622263915,1,-1.2558413690719155,-0.7315026492439498
2525,0.0,3.0,83.0,271.1951219512195,7.0,7.0,21.0,9.0,10.0,2.0,6.0,1.0,0.0,0.0,391.0,0.4761904761904761,1,0.792995622263915,1,2.697693420685152,1.2597936099275162
2530,0.0,3.0,48.0,171.29787234042553,3.0,3.0,12.0,5.0,6.0,1.0,1.0,1.0,0.0,0.0,382.0,0.5,1,0.792995622263915,1,-0.0907085847142392,1.3457130525199597
2554,0.0,3.0,50.0,143.3877551020408,3.0,3.0,11.0,11.0,0.0,4.0,0.0,1.0,1.0,1.0,353.0,0.0,1,0.792995622263915,1,-0.5414358689679577,-0.913953035983354
2558,0.0,3.0,83.0,173.90243902439025,5.0,5.0,25.0,18.0,6.0,1.0,3.0,1.0,1.0,1.0,353.0,0.24,1,0.792995622263915,1,1.5191510873247553,-0.028214736121008128
2565,0.0,3.0,78.0,160.07792207792207,4.0,5.0,22.0,9.0,13.0,0.0,1.0,1.0,0.0,0.0,401.0,0.5909090909090909,1,0.792995622263915,1,1.2200908698623334,1.867927414668742
2572,0.0,3.0,13.0,20.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.665372593960967,-1.8966241069883487
2584,0.0,3.0,13.0,19.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.667156980824529,-1.898456696732568
2609,1.0,2.0,36.0,215.2,3.0,3.0,7.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,385.0,0.4285714285714285,1,0.792995622263915,1,-0.5255086555615803,1.3647344510886763
2612,0.0,3.0,95.0,202.88297872340425,6.0,6.0,29.0,10.0,18.0,2.0,4.0,1.0,0.0,0.0,399.0,0.6206896551724138,1,0.792995622263915,1,2.831641563795554,1.9922150064050128
2623,0.0,3.0,81.0,160.1,4.0,4.0,24.0,13.0,10.0,4.0,3.0,1.0,1.0,1.0,354.0,0.4166666666666667,1,0.792995622263915,1,1.5376400993253747,0.554166171060795
2627,0.0,3.0,198.0,174.19289340101523,10.0,12.0,56.0,51.0,2.0,23.0,7.0,1.0,1.0,1.0,323.0,0.0357142857142857,2,0.1395139513951395,0,7.349545381358057,-5.1271992544898195
2628,1.0,2.0,197.0,229.57142857142856,13.0,13.0,58.0,45.0,11.0,11.0,19.0,1.0,0.0,0.0,382.0,0.1896551724137931,2,0.1395139513951395,0,8.879746146954227,-3.064558769981178
2630,0.0,3.0,122.0,221.3884297520661,8.0,8.0,38.0,17.0,19.0,3.0,7.0,1.0,0.0,0.0,383.0,0.5,2,0.1395139513951395,0,4.4441180444375625,1.1878974866857386
2633,0.0,3.0,74.0,162.17808219178082,4.0,4.0,22.0,13.0,8.0,2.0,2.0,1.0,1.0,1.0,384.0,0.3636363636363636,1,0.792995622263915,1,1.0300586575626238,0.5411779888145374
2648,1.0,2.0,73.0,167.40277777777777,4.0,4.0,22.0,8.0,13.0,1.0,2.0,1.0,1.0,1.0,368.0,0.5909090909090909,1,0.792995622263915,1,1.2530257161300788,1.8241215861632278
2658,0.0,3.0,75.0,215.8108108108108,5.0,5.0,22.0,8.0,11.0,2.0,3.0,1.0,0.0,0.0,370.0,0.5,1,0.792995622263915,1,1.700944753619541,1.4392095330076549
2661,0.0,3.0,77.0,106.13157894736842,3.0,4.0,20.0,17.0,3.0,7.0,2.0,1.0,1.0,1.0,366.0,0.15,1,0.792995622263915,1,0.7340813857611387,-1.242090219125628
2662,0.0,3.0,74.0,302.958904109589,7.0,7.0,18.0,7.0,10.0,1.0,3.0,1.0,0.0,0.0,395.0,0.5555555555555556,1,0.792995622263915,1,2.272468927482219,1.960894360016977
2684,1.0,2.0,91.0,122.47777777777776,4.0,5.0,25.0,24.0,1.0,8.0,2.0,1.0,1.0,1.0,419.0,0.04,1,0.792995622263915,1,1.3364147135769344,-2.0989428783866875
2689,0.0,3.0,100.0,261.6666666666667,8.0,8.0,30.0,11.0,17.0,0.0,4.0,1.0,0.0,0.0,404.0,0.5666666666666667,1,0.792995622263915,1,3.43000489399198,2.1334701728635688
2707,1.0,2.0,38.0,133.94594594594594,2.0,2.0,9.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,375.0,0.3333333333333333,1,0.792995622263915,1,-1.0681696447976745,0.7770873092320304
2734,0.0,3.0,66.0,187.8,4.0,4.0,18.0,8.0,9.0,2.0,3.0,1.0,0.0,0.0,383.0,0.5,1,0.792995622263915,1,1.0456076812588575,1.2259826689731737
2735,0.0,3.0,91.0,228.4777777777778,7.0,7.0,25.0,19.0,4.0,4.0,3.0,1.0,1.0,1.0,352.0,0.16,1,0.792995622263915,1,2.3624631262593256,-0.5700679795115674
2752,0.0,3.0,94.0,164.81720430107526,5.0,5.0,27.0,24.0,3.0,7.0,3.0,1.0,1.0,1.0,390.0,0.1111111111111111,1,0.792995622263915,1,1.9168168941316746,-1.5456020013995102
2790,0.0,3.0,80.0,265.27848101265823,7.0,7.0,22.0,12.0,8.0,2.0,0.0,1.0,1.0,1.0,427.0,0.3636363636363636,1,0.792995622263915,1,1.9340013847641873,0.9922447359949894
2793,1.0,2.0,13.0,17.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.675186721710555,-1.906703350581555
2802,0.0,3.0,75.0,161.3918918918919,4.0,4.0,21.0,15.0,4.0,2.0,7.0,1.0,0.0,0.0,379.0,0.1904761904761904,1,0.792995622263915,1,1.2664626276132647,-0.552183206247712
2809,0.0,3.0,66.0,194.06153846153848,4.0,4.0,20.0,4.0,14.0,0.0,2.0,1.0,0.0,0.0,383.0,0.7,1,0.792995622263915,1,1.1606169683483087,2.535574867228723
2820,0.0,3.0,13.0,16.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.679052893248272,-1.9106739616940303
2824,0.0,3.0,50.0,158.44897959183675,3.0,3.0,13.0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,396.0,0.6153846153846154,1,0.792995622263915,1,-0.03209696829249863,1.7758171409245873
2829,0.0,3.0,46.0,153.86666666666667,3.0,3.0,11.0,7.0,3.0,1.0,1.0,1.0,0.0,0.0,373.0,0.2727272727272727,1,0.792995622263915,1,-0.4330816688463229,0.4307026036335674
2847,0.0,3.0,49.0,236.10416666666663,4.0,4.0,12.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,387.0,0.5,1,0.792995622263915,1,0.30553294223941524,1.7099772324370743
2856,0.0,3.0,57.0,199.80357142857144,4.0,4.0,14.0,6.0,6.0,1.0,4.0,1.0,0.0,0.0,340.0,0.4285714285714285,1,0.792995622263915,1,0.7324387855133738,1.0672471962801298
2860,0.0,3.0,39.0,110.65789473684212,2.0,2.0,8.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,404.0,0.25,1,0.792995622263915,1,-1.0483768650157839,0.08236822842010356
2864,0.0,3.0,30.0,148.6206896551724,2.0,2.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,398.0,0.6666666666666666,1,0.792995622263915,1,-1.0609338750653192,1.9301292020901721
2868,3.0,0.0,13.0,15.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.682621666975395,-1.9143391411824688
2870,0.0,3.0,26.0,148.96,2.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,445.0,0.3333333333333333,1,0.792995622263915,1,-1.4717046562505607,0.7649459483825827
2888,0.0,3.0,103.0,187.00980392156865,6.0,6.0,29.0,27.0,1.0,13.0,0.0,1.0,1.0,1.0,349.0,0.0344827586206896,2,0.1395139513951395,0,2.442716063115571,-2.3918853941297007
2901,0.0,3.0,63.0,176.0806451612903,4.0,4.0,15.0,14.0,0.0,5.0,2.0,1.0,1.0,1.0,426.0,0.0,1,0.792995622263915,1,0.32478900026985147,-1.2611923620831
2905,0.0,3.0,162.0,217.3975155279503,11.0,11.0,48.0,45.0,1.0,17.0,3.0,1.0,1.0,1.0,359.0,0.0208333333333333,2,0.1395139513951395,0,5.9136157115378385,-3.872627245015065
2908,0.0,3.0,13.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.67221274360462,-1.9036490343411894
2914,0.0,3.0,40.0,100.1025641025641,2.0,2.0,9.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,381.0,0.5555555555555556,1,0.792995622263915,1,-0.8191669611434489,1.2602780586235092
2924,0.0,3.0,13.0,17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.676673710763523,-1.9082305087017377
2938,1.0,2.0,68.0,196.88059701492537,4.0,4.0,18.0,9.0,9.0,3.0,3.0,1.0,0.0,0.0,375.0,0.5,1,0.792995622263915,1,1.1975996376429554,1.1233541998610508
2941,0.0,3.0,55.0,210.53703703703704,4.0,4.0,15.0,6.0,7.0,0.0,1.0,1.0,0.0,0.0,326.0,0.4666666666666667,1,0.792995622263915,1,0.5004743365427805,1.5659212567720673
2947,0.0,3.0,48.0,156.08510638297872,3.0,3.0,11.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,421.0,0.1818181818181818,1,0.792995622263915,1,-0.4795663310822527,-0.060956292240522035
2960,0.0,3.0,13.0,19.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.669536163309277,-1.9009001497248605
2982,0.0,3.0,31.0,123.5,2.0,2.0,6.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,373.0,0.5,1,0.792995622263915,1,-1.2188026765767275,1.3002241986662475
2998,1.0,2.0,13.0,17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.676673710763523,-1.9082305087017377
3021,0.0,3.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.6668595830139346,-1.8981512651085315
3026,0.0,3.0,13.0,20.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.666264787392747,-1.8975404018604585
3032,0.0,3.0,53.0,279.11538461538464,5.0,5.0,12.0,6.0,4.0,0.0,2.0,1.0,0.0,0.0,319.0,0.3333333333333333,1,0.792995622263915,1,0.7721787508011534,1.2217404357963038
3037,1.0,2.0,45.0,257.22727272727275,4.0,4.0,9.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,399.0,0.3333333333333333,1,0.792995622263915,1,0.15598145005884495,0.9944208792844799
3039,0.0,3.0,57.0,192.16071428571428,4.0,4.0,14.0,9.0,5.0,1.0,1.0,1.0,1.0,1.0,371.0,0.3571428571428571,1,0.792995622263915,1,0.3521932450037137,0.8173117248035159
3042,0.0,3.0,70.0,119.14492753623188,3.0,4.0,17.0,16.0,0.0,6.0,3.0,1.0,1.0,1.0,368.0,0.0,1,0.792995622263915,1,0.3943307693971145,-1.684011236989012
3057,0.0,3.0,85.0,223.52380952380952,6.0,6.0,24.0,14.0,9.0,4.0,1.0,1.0,1.0,1.0,335.0,0.375,1,0.792995622263915,1,2.0763060904908786,0.6796018676895521
3065,0.0,3.0,49.0,161.27083333333334,3.0,3.0,12.0,5.0,6.0,1.0,2.0,1.0,0.0,0.0,372.0,0.5,1,0.792995622263915,1,-0.00434993615398619,1.260436200763173
3066,0.0,3.0,13.0,21.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.661803820233844,-1.8929589274999101
3087,0.0,3.0,77.0,111.34210526315788,3.0,4.0,21.0,12.0,9.0,3.0,4.0,1.0,1.0,1.0,369.0,0.4285714285714285,1,0.792995622263915,1,1.0676237394556427,0.42436264384813044
3088,1.0,2.0,13.0,16.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.678160699816491,-1.9097576668219205
3091,0.0,3.0,93.0,256.3804347826087,7.0,7.0,27.0,14.0,12.0,2.0,3.0,1.0,0.0,0.0,402.0,0.4444444444444444,1,0.792995622263915,1,2.796959220087057,1.1987166596029086
3099,0.0,3.0,49.0,291.5416666666667,5.0,5.0,11.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,408.0,0.5454545454545454,1,0.792995622263915,1,0.6077194535479578,2.098957636673365
3113,0.0,3.0,82.0,187.8641975308642,5.0,5.0,23.0,15.0,8.0,5.0,1.0,1.0,1.0,1.0,363.0,0.3478260869565217,1,0.792995622263915,1,1.6345550228458636,0.25470970974634055
3133,0.0,3.0,69.0,125.11764705882354,3.0,3.0,16.0,14.0,1.0,8.0,3.0,1.0,1.0,1.0,357.0,0.0625,1,0.792995622263915,1,0.43165263240610147,-1.5395535513485512
3136,0.0,3.0,13.0,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.66061422899147,-1.8917372010037639
3154,0.0,3.0,80.0,245.126582278481,6.0,6.0,19.0,8.0,11.0,2.0,2.0,1.0,0.0,0.0,365.0,0.5789473684210527,1,0.792995622263915,1,1.980766254412348,1.8096857337113585
3158,0.0,3.0,34.0,135.15151515151516,2.0,2.0,6.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,349.0,0.5,1,0.792995622263915,1,-0.9287929838689157,1.1644589375044263
3164,0.0,3.0,44.0,96.25581395348836,2.0,2.0,9.0,8.0,1.0,5.0,0.0,1.0,1.0,1.0,389.0,0.1111111111111111,1,0.792995622263915,1,-1.008025694288987,-0.732474270375005
3182,0.0,3.0,21.0,26.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,405.0,0.0,0,0.9535226853559572,1,-2.4661456415481275,-0.5240996141358036
3189,1.0,2.0,45.0,91.72727272727272,2.0,2.0,10.0,8.0,2.0,4.0,0.0,1.0,1.0,1.0,372.0,0.2,1,0.792995622263915,1,-0.923872916772325,-0.3367342288904033
3234,0.0,3.0,68.0,178.34328358208955,4.0,4.0,18.0,7.0,11.0,2.0,4.0,1.0,0.0,0.0,371.0,0.6111111111111112,1,0.792995622263915,1,1.2912965611023473,1.6149957515471403
3236,0.0,3.0,75.0,222.5540540540541,5.0,5.0,19.0,12.0,6.0,1.0,8.0,1.0,0.0,0.0,388.0,0.3157894736842105,1,0.792995622263915,1,1.8122309761154247,0.3023158565708593
3238,0.0,3.0,50.0,163.6122448979592,3.0,3.0,11.0,9.0,2.0,3.0,1.0,1.0,1.0,1.0,378.0,0.1818181818181818,1,0.792995622263915,1,-0.29403597903254164,-0.13447513298707306
3252,0.0,3.0,41.0,98.775,2.0,2.0,9.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,397.0,0.6666666666666666,1,0.792995622263915,1,-0.7079072719753602,1.594060525997025
3258,0.0,3.0,13.0,19.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.668346572066903,-1.8996784232287143
3266,0.0,3.0,45.0,174.6818181818182,3.0,3.0,10.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,353.0,0.3,1,0.792995622263915,1,-0.3181457148213526,0.5339506599906981
3274,0.0,3.0,42.0,184.41463414634143,3.0,3.0,10.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,387.0,0.5,1,0.792995622263915,1,-0.40093905413711795,1.5362560254018147
3279,0.0,3.0,75.0,160.22972972972974,4.0,4.0,21.0,19.0,0.0,7.0,1.0,1.0,1.0,1.0,379.0,0.0,1,0.792995622263915,1,0.7569247337342241,-1.684084638551987
3294,0.0,3.0,13.0,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.6623986158550315,-1.8935697907479832
3295,1.0,2.0,45.0,185.3636363636364,3.0,3.0,10.0,5.0,4.0,0.0,3.0,1.0,0.0,0.0,379.0,0.4,1,0.792995622263915,1,-0.1444245096297994,1.0096869772839072
3300,1.0,2.0,80.0,185.58227848101265,5.0,5.0,21.0,18.0,2.0,7.0,3.0,1.0,0.0,0.0,394.0,0.0952380952380952,1,0.792995622263915,1,1.4693806356776844,-1.300637749670195
3321,0.0,3.0,13.0,17.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.676971108574117,-1.9085359403257742
3322,0.0,3.0,56.0,148.6,3.0,3.0,15.0,10.0,5.0,1.0,2.0,1.0,0.0,0.0,372.0,0.3333333333333333,1,0.792995622263915,1,0.07368016755399547,0.5069585419157697
3329,0.0,3.0,13.0,19.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.669833561119871,-1.901205581348897
3339,0.0,3.0,13.0,19.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.668346572066903,-1.8996784232287143
3341,0.0,3.0,94.0,169.3548387096774,5.0,5.0,29.0,23.0,5.0,4.0,4.0,1.0,0.0,0.0,361.0,0.1724137931034483,1,0.792995622263915,1,2.040951827867002,-0.907972507435705
3343,0.0,3.0,98.0,162.94845360824743,5.0,5.0,28.0,24.0,3.0,11.0,2.0,1.0,1.0,1.0,401.0,0.1071428571428571,2,0.1395139513951395,0,2.1118215506508444,-1.9609328716421752
3349,0.0,3.0,74.0,246.65753424657532,6.0,6.0,19.0,13.0,4.0,1.0,4.0,1.0,1.0,1.0,392.0,0.2105263157894736,1,0.792995622263915,1,1.5887286520502306,0.14911223313435043
3357,0.0,3.0,267.0,210.95488721804512,16.0,18.0,83.0,71.0,9.0,25.0,2.0,1.0,1.0,1.0,350.0,0.108433734939759,2,0.1395139513951395,0,10.900906963124715,-5.326637616002893
3363,0.0,3.0,54.0,213.64150943396223,4.0,4.0,14.0,4.0,8.0,0.0,2.0,1.0,0.0,0.0,304.0,0.5714285714285714,1,0.792995622263915,1,0.6659188677528125,1.9631731620834436
3370,0.0,3.0,37.0,126.58333333333331,2.0,2.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,350.0,0.5555555555555556,1,0.792995622263915,1,-0.8474130082700178,1.4856257024193542
3384,0.0,3.0,13.0,18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.6731049370364,-1.9045653292132991
3385,0.0,3.0,69.0,195.5735294117647,5.0,5.0,19.0,9.0,8.0,2.0,1.0,1.0,1.0,1.0,390.0,0.4210526315789473,1,0.792995622263915,1,1.0945293863708818,1.0255263497903016
3398,0.0,3.0,91.0,182.4777777777778,5.0,5.0,27.0,14.0,13.0,1.0,7.0,1.0,0.0,0.0,372.0,0.4814814814814814,1,0.792995622263915,1,2.4590353837719867,1.0281471759058756
3420,0.0,3.0,60.0,213.6779661016949,4.0,4.0,15.0,7.0,8.0,2.0,2.0,1.0,0.0,0.0,360.0,0.5333333333333333,1,0.792995622263915,1,0.8722214431576286,1.4777030924337127
3423,0.0,3.0,128.0,223.3070866141732,8.0,8.0,40.0,29.0,10.0,6.0,5.0,1.0,0.0,0.0,368.0,0.25,2,0.1395139513951395,0,4.2891016398648185,-0.7883198958066696
3425,0.0,3.0,99.0,157.64285714285714,5.0,5.0,26.0,25.0,1.0,14.0,3.0,1.0,1.0,1.0,403.0,0.0384615384615384,2,0.1395139513951395,0,2.223300397639851,-2.7061664582419556
3437,0.0,3.0,58.0,206.3859649122807,4.0,4.0,14.0,9.0,5.0,2.0,2.0,1.0,0.0,0.0,388.0,0.3571428571428571,1,0.792995622263915,1,0.5592166448735897,0.6892053472613608
3438,0.0,3.0,93.0,137.41304347826087,4.0,5.0,27.0,12.0,15.0,2.0,4.0,1.0,0.0,0.0,365.0,0.5555555555555556,1,0.792995622263915,1,2.042547950593915,1.3318884214313857
3442,1.0,2.0,13.0,20.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.66566999177156,-1.8969295386123852
3451,1.0,2.0,42.0,184.0,3.0,3.0,8.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,371.0,0.25,1,0.792995622263915,1,-0.4685884534517945,0.3718386284055715
3457,0.0,3.0,13.0,20.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.665372593960967,-1.8966241069883487
3459,0.0,3.0,114.0,186.71681415929203,7.0,7.0,32.0,30.0,2.0,11.0,3.0,1.0,1.0,1.0,387.0,0.0625,2,0.1395139513951395,0,3.16443942669623,-2.3965035013710896
3468,2.0,1.0,232.0,218.7229437229437,15.0,16.0,69.0,62.0,4.0,24.0,7.0,1.0,1.0,1.0,415.0,0.0579710144927536,2,0.1395139513951395,0,9.698878511247898,-5.528902268344748
3474,1.0,2.0,97.0,197.82291666666663,6.0,6.0,27.0,23.0,3.0,6.0,2.0,1.0,1.0,1.0,366.0,0.1111111111111111,1,0.792995622263915,1,2.147268742293552,-1.2211539940186207
3480,1.0,2.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.673997130468181,-1.9054816240854089
3481,0.0,3.0,118.0,205.991452991453,8.0,8.0,33.0,30.0,2.0,12.0,2.0,1.0,1.0,1.0,352.0,0.0606060606060606,2,0.1395139513951395,0,3.549781772876274,-2.3704535102121893
3488,0.0,3.0,44.0,181.4186046511628,3.0,3.0,9.0,6.0,2.0,2.0,2.0,1.0,0.0,0.0,348.0,0.2222222222222222,1,0.792995622263915,1,-0.32439863703003863,0.24554163935544604
3503,0.0,3.0,91.0,253.51111111111112,7.0,7.0,25.0,11.0,13.0,1.0,6.0,1.0,0.0,0.0,356.0,0.52,1,0.792995622263915,1,3.0239563155790665,1.565384471082792
3504,0.0,3.0,75.0,115.22972972972973,3.0,4.0,19.0,15.0,2.0,7.0,1.0,1.0,1.0,1.0,346.0,0.1052631578947368,1,0.792995622263915,1,0.5044109511798868,-1.2480206770342448
