user_id,onboarding_skips,quiz_answers,total_events,avg_event_interval_sec,chat_opens,chat_views,messages_sent,messages_received,answer_errors,likes,dislikes,successful_purchase,model_changes,time_to_first_event_sec,time_to_first_message_sec,error_rate,is_churned,cluster,pca1,pca2
3195,0.0,3.0,101.0,306.82,9.0,9.0,27.0,12.0,14.0,3.0,4.0,1.0,0.0,0.0,408.0,0.1386138613861386,1.0,4,3.770006482486068,1.9904041728054414
3196,0.0,3.0,76.0,153.45333333333335,4.0,4.0,20.0,16.0,4.0,8.0,1.0,1.0,1.0,0.0,388.0,0.0526315789473684,0.0,0,1.2672351674074036,-1.2028992837938657
3197,0.0,3.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.6310909951939188,-0.6181111808780693
3198,1.0,2.0,71.0,213.5142857142857,5.0,5.0,17.0,9.0,8.0,3.0,2.0,1.0,0.0,0.0,363.0,0.1126760563380281,1.0,8,1.0995841037409333,0.4724011050947322
3199,0.0,3.0,147.0,192.1917808219178,8.0,8.0,43.0,41.0,2.0,13.0,10.0,1.0,0.0,0.0,367.0,0.0136054421768707,0.0,5,5.07039514116201,-2.8636341625656274
3200,2.0,1.0,56.0,151.6,3.0,4.0,14.0,6.0,8.0,0.0,1.0,1.0,0.0,0.0,333.0,0.1428571428571428,1.0,8,-0.16335644851162825,0.25677035123537706
3201,1.0,2.0,47.0,156.34782608695653,3.0,3.0,10.0,4.0,6.0,1.0,2.0,1.0,1.0,0.0,332.0,0.1276595744680851,1.0,8,-0.03915584748471032,0.08001479483201833
3202,0.0,3.0,24.0,22.565217391304348,1.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,366.0,0.0,0.0,3,-2.401190470991625,-0.4056749466339319
3203,0.0,3.0,84.0,143.6867469879518,4.0,5.0,22.0,20.0,1.0,8.0,2.0,1.0,1.0,0.0,349.0,0.0119047619047619,0.0,0,1.4302428574087742,-2.0438969418457646
3204,1.0,2.0,70.0,172.28985507246378,4.0,4.0,18.0,10.0,8.0,2.0,6.0,1.0,0.0,0.0,386.0,0.1142857142857142,1.0,8,1.0855731837234353,0.2901026897215266
3205,0.0,3.0,140.0,180.0935251798561,7.0,7.0,41.0,33.0,7.0,7.0,17.0,1.0,0.0,0.0,348.0,0.05,0.0,5,5.085987771955648,-1.481751576248013
3206,0.0,3.0,13.0,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.6354885601167855,-0.6222236470054311
3207,0.0,3.0,62.0,244.8196721311476,5.0,5.0,16.0,7.0,7.0,2.0,1.0,1.0,0.0,0.0,416.0,0.1129032258064516,1.0,2,0.9975973817899402,1.477105811285451
3208,1.0,2.0,188.0,214.44385026737967,11.0,11.0,57.0,46.0,8.0,13.0,17.0,1.0,0.0,0.0,386.0,0.0425531914893617,0.0,7,7.678564371244564,-3.3523189067887995
3209,0.0,3.0,132.0,190.96946564885496,7.0,8.0,39.0,28.0,9.0,6.0,11.0,1.0,0.0,0.0,352.0,0.0681818181818181,0.0,5,4.471069322988797,-0.6390434093007317
3210,0.0,3.0,130.0,145.53488372093022,6.0,7.0,38.0,30.0,7.0,14.0,4.0,1.0,1.0,0.0,405.0,0.0538461538461538,0.0,9,4.044127641012376,-2.373415900982977
3211,0.0,3.0,74.0,166.013698630137,4.0,4.0,22.0,13.0,9.0,1.0,2.0,1.0,1.0,0.0,388.0,0.1216216216216216,1.0,0,1.3471508073492646,0.6442618003778016
3212,0.0,3.0,13.0,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.6354885601167855,-0.6222236470054311
3213,0.0,3.0,40.0,188.3589743589744,3.0,3.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,398.0,0.125,1.0,2,-0.4506364916133819,1.6142112716823591
3214,0.0,3.0,69.0,240.52941176470588,5.0,5.0,19.0,7.0,10.0,0.0,4.0,1.0,0.0,0.0,394.0,0.144927536231884,1.0,4,1.5272143942009633,2.072602456754735
3215,0.0,3.0,60.0,130.77966101694915,3.0,4.0,15.0,11.0,4.0,0.0,2.0,1.0,1.0,0.0,387.0,0.0666666666666666,1.0,0,0.2669325928854044,-0.13802699771728705
3216,0.0,3.0,83.0,213.6219512195122,6.0,8.0,21.0,12.0,6.0,1.0,2.0,1.0,1.0,0.0,355.0,0.072289156626506,1.0,0,1.9999368432505529,0.12399267965185475
3217,0.0,3.0,72.0,195.19718309859155,5.0,5.0,20.0,11.0,8.0,3.0,0.0,1.0,1.0,0.0,369.0,0.1111111111111111,1.0,0,1.4261528478879697,0.5040303566569824
3218,0.0,3.0,59.0,137.3448275862069,3.0,3.0,14.0,12.0,2.0,2.0,6.0,1.0,0.0,0.0,280.0,0.0338983050847457,0.0,2,0.20979158952539637,-0.29240181690426315
3219,0.0,3.0,42.0,196.4390243902439,3.0,3.0,9.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,351.0,0.0714285714285714,1.0,2,-0.46795962293905463,0.8720588863344321
3220,0.0,3.0,73.0,148.54166666666666,4.0,4.0,21.0,20.0,1.0,3.0,1.0,1.0,1.0,0.0,377.0,0.0136986301369863,0.0,0,0.7874109465665506,-1.4247249764835124
3221,0.0,3.0,13.0,19.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.63490221812707,-0.6216753181884496
3222,0.0,3.0,41.0,189.775,3.0,3.0,9.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,343.0,0.1219512195121951,1.0,2,-0.38223509662531124,1.6308367250983127
3223,0.0,3.0,13.0,18.08333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.641351980013942,-0.627706935175247
3224,0.0,3.0,13.0,16.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.6466290579213823,-0.6326418945280813
3225,0.0,3.0,71.0,171.84285714285716,4.0,4.0,22.0,5.0,16.0,2.0,0.0,1.0,0.0,0.0,323.0,0.2253521126760563,1.0,4,1.325072401408315,3.0159187056946344
3226,0.0,3.0,53.0,213.5,4.0,4.0,12.0,7.0,4.0,0.0,4.0,1.0,0.0,0.0,337.0,0.0754716981132075,1.0,2,0.3685397551582401,0.9500498249573633
3227,0.0,3.0,83.0,233.5,6.0,6.0,23.0,11.0,11.0,3.0,3.0,1.0,0.0,0.0,393.0,0.1325301204819277,1.0,4,2.204230522446873,1.5647382881559389
3228,0.0,3.0,13.0,20.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.633436363152781,-0.6203044961459956
3229,0.0,3.0,110.0,218.14678899082568,7.0,7.0,34.0,14.0,18.0,4.0,5.0,1.0,0.0,0.0,379.0,0.1636363636363636,1.0,4,3.7045016606263825,1.9827111422853836
3230,0.0,3.0,101.0,203.81,6.0,6.0,28.0,23.0,4.0,3.0,8.0,1.0,0.0,0.0,395.0,0.0396039603960396,0.0,5,2.624625726564053,-0.5582173371079351
3231,0.0,3.0,13.0,18.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.6404724670293684,-0.6268844419497747
3232,0.0,3.0,112.0,175.7027027027027,6.0,7.0,37.0,14.0,20.0,2.0,3.0,1.0,0.0,0.0,368.0,0.1785714285714285,1.0,4,3.335381166559405,2.378641464895744
3233,1.0,2.0,60.0,197.4067796610169,4.0,4.0,17.0,8.0,6.0,2.0,1.0,1.0,0.0,0.0,330.0,0.1,1.0,8,0.37060416151354786,0.3267619894746499
3235,0.0,3.0,76.0,193.74666666666667,5.0,5.0,23.0,6.0,15.0,1.0,2.0,1.0,0.0,0.0,365.0,0.1973684210526315,1.0,4,1.7583219056393662,2.7500746669341862
3237,0.0,3.0,101.0,221.9,7.0,7.0,28.0,15.0,12.0,4.0,7.0,1.0,0.0,0.0,363.0,0.1188118811881188,1.0,4,3.288752155880627,1.0613094771989535
3239,0.0,3.0,79.0,197.9102564102564,5.0,7.0,22.0,5.0,13.0,1.0,1.0,1.0,0.0,0.0,348.0,0.1645569620253164,1.0,4,1.6993827096239207,2.356946246962539
3240,0.0,3.0,50.0,168.10204081632654,3.0,3.0,13.0,5.0,7.0,2.0,0.0,1.0,0.0,0.0,359.0,0.14,1.0,2,-0.03907215524935759,1.600294999261539
3241,0.0,3.0,13.0,19.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.6372475860859326,-0.6238686334563759
3242,0.0,3.0,53.0,202.44230769230768,4.0,4.0,12.0,7.0,5.0,2.0,0.0,1.0,1.0,0.0,347.0,0.0943396226415094,1.0,0,0.4509124284216907,0.45398227144961706
3243,0.0,3.0,13.0,21.08333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.630797824199061,-0.6178370164695784
3244,0.0,3.0,52.0,84.82352941176471,2.0,2.0,13.0,12.0,1.0,3.0,2.0,1.0,1.0,0.0,394.0,0.0192307692307692,0.0,0,-0.4487100774161529,-1.2655254680499444
3245,0.0,3.0,122.0,151.3305785123967,6.0,7.0,36.0,32.0,3.0,9.0,2.0,1.0,1.0,0.0,365.0,0.0245901639344262,0.0,9,3.2022471212314945,-2.403318476848398
3246,0.0,3.0,72.0,153.18309859154928,4.0,4.0,19.0,18.0,1.0,7.0,0.0,1.0,1.0,0.0,348.0,0.0138888888888888,0.0,0,0.8438407198360518,-1.7097743436990314
3247,0.0,3.0,55.0,200.90740740740745,4.0,4.0,13.0,7.0,5.0,2.0,2.0,1.0,0.0,0.0,380.0,0.0909090909090909,1.0,2,0.39103506901141566,0.97369889700002
3248,0.0,3.0,69.0,136.19117647058823,3.0,3.0,22.0,7.0,13.0,2.0,2.0,1.0,0.0,0.0,371.0,0.1884057971014492,1.0,4,0.9358235929327846,2.19436141591134
3249,0.0,3.0,133.0,126.8409090909091,5.0,7.0,40.0,37.0,3.0,11.0,4.0,1.0,1.0,0.0,403.0,0.0225563909774436,0.0,9,3.652506226732836,-2.9893222897428253
3250,0.0,3.0,107.0,141.6509433962264,5.0,6.0,30.0,29.0,1.0,8.0,5.0,1.0,1.0,0.0,356.0,0.0093457943925233,0.0,9,2.6338396295938495,-2.5585505249107188
3251,0.0,3.0,31.0,115.53333333333332,2.0,2.0,5.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,365.0,0.064516129032258,1.0,2,-1.39538296648026,0.6785191042843578
3253,0.0,3.0,64.0,185.1428571428572,4.0,4.0,19.0,4.0,13.0,0.0,2.0,1.0,0.0,0.0,431.0,0.203125,1.0,4,1.0633719825122818,2.821298827719555
3254,0.0,3.0,79.0,249.80769230769232,6.0,6.0,21.0,13.0,7.0,2.0,3.0,1.0,1.0,0.0,390.0,0.0886075949367088,1.0,0,2.1349152214395826,0.32661092489816934
3255,1.0,2.0,111.0,174.76363636363635,6.0,6.0,33.0,32.0,1.0,10.0,2.0,1.0,1.0,0.0,407.0,0.009009009009009,0.0,9,2.749357609361439,-3.439315308017419
3256,0.0,3.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.6451632029470935,-0.6312710724856273
3257,0.0,3.0,60.0,121.20338983050848,3.0,3.0,15.0,13.0,1.0,6.0,1.0,1.0,1.0,0.0,327.0,0.0166666666666666,0.0,0,0.16877501414692528,-1.5087665110000266
3259,1.0,2.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1,-3.7924406291102093,-1.3766117371415854
3260,1.0,2.0,75.0,151.9189189189189,4.0,4.0,19.0,17.0,2.0,7.0,3.0,1.0,1.0,0.0,406.0,0.0266666666666666,0.0,8,1.0570470444246522,-2.3459887285889836
3261,0.0,3.0,111.0,158.86363636363637,6.0,7.0,30.0,27.0,2.0,10.0,2.0,1.0,1.0,0.0,397.0,0.018018018018018,0.0,9,2.8282168159278505,-2.3985242626730123
3262,0.0,3.0,116.0,138.5304347826087,5.0,7.0,32.0,28.0,1.0,10.0,8.0,1.0,0.0,0.0,340.0,0.0086206896551724,0.0,5,2.984384872046588,-2.257923713258727
3263,0.0,3.0,74.0,295.5890410958904,7.0,7.0,19.0,12.0,5.0,1.0,1.0,1.0,1.0,0.0,334.0,0.0675675675675675,1.0,0,2.0034326618859986,0.34913352585158036
3264,2.0,1.0,46.0,157.44444444444446,3.0,3.0,10.0,6.0,3.0,2.0,2.0,1.0,0.0,0.0,344.0,0.0652173913043478,1.0,8,-0.6920844549952267,-1.010478191630653
3265,1.0,2.0,69.0,162.9558823529412,4.0,4.0,17.0,15.0,2.0,7.0,1.0,1.0,1.0,0.0,341.0,0.0289855072463768,0.0,8,0.7420725899302554,-2.1347676244390312
3267,0.0,3.0,103.0,229.58823529411765,7.0,7.0,30.0,16.0,12.0,5.0,4.0,1.0,1.0,0.0,404.0,0.116504854368932,1.0,4,3.4622781052946268,0.3762012958423324
3268,2.0,1.0,78.0,230.9090909090909,6.0,6.0,21.0,9.0,11.0,4.0,0.0,1.0,1.0,0.0,339.0,0.141025641025641,1.0,8,1.7966400591486453,-0.43658640728820697
3269,0.0,3.0,13.0,15.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.650147109859676,-0.6359318674299708
3270,0.0,3.0,71.0,208.95714285714288,5.0,5.0,18.0,13.0,5.0,2.0,3.0,1.0,1.0,0.0,389.0,0.0704225352112676,1.0,0,1.4421710143603248,-0.09943992031716041
3271,0.0,3.0,13.0,18.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.639592954044795,-0.6260619487243022
3272,0.0,3.0,13.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.6390066120550792,-0.6255136199073207
3273,0.0,3.0,13.0,17.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.6419383220036576,-0.6282552639922285
3275,0.0,3.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.634609047132212,-0.6214011537799587
3276,0.0,3.0,40.0,192.2051282051282,3.0,3.0,9.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,358.0,0.125,1.0,2,-0.47277591362860344,1.6994728058316706
3277,0.0,3.0,23.0,26.40909090909091,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,384.0,0.0,0.0,3,-2.3525091211342946,-0.38371531946968945
3278,0.0,3.0,68.0,131.0,3.0,3.0,22.0,6.0,16.0,0.0,1.0,1.0,0.0,0.0,331.0,0.2352941176470588,1.0,4,0.9306821465190003,3.116635041201282
3280,0.0,3.0,189.0,183.0212765957447,10.0,11.0,52.0,44.0,8.0,12.0,13.0,1.0,0.0,0.0,366.0,0.0423280423280423,0.0,7,6.958043482940576,-2.3869429906130093
3281,1.0,2.0,79.0,237.84615384615384,6.0,6.0,19.0,10.0,9.0,4.0,2.0,1.0,1.0,0.0,361.0,0.1139240506329113,1.0,8,1.9910404514237507,-0.14610685108164842
3282,0.0,3.0,109.0,208.00925925925927,7.0,7.0,30.0,30.0,0.0,9.0,4.0,1.0,1.0,0.0,337.0,0.0,0.0,9,3.1845727159374753,-2.6033485795816644
3283,0.0,3.0,64.0,240.57142857142856,5.0,5.0,14.0,8.0,6.0,3.0,4.0,1.0,0.0,0.0,357.0,0.09375,1.0,2,1.2345130125679646,0.991833434733252
3284,0.0,3.0,86.0,221.2235294117647,6.0,6.0,27.0,6.0,19.0,1.0,1.0,1.0,0.0,0.0,322.0,0.2209302325581395,1.0,4,2.4615788479538034,3.3704067281331063
3285,0.0,3.0,79.0,240.98717948717947,6.0,6.0,21.0,8.0,12.0,2.0,4.0,1.0,0.0,0.0,413.0,0.1518987341772152,1.0,4,2.194721601515698,2.0337037734198082
3286,0.0,3.0,104.0,281.58252427184465,9.0,9.0,31.0,12.0,14.0,2.0,4.0,1.0,0.0,0.0,327.0,0.1346153846153846,1.0,4,3.7373821951952357,1.9370162775770183
3287,0.0,3.0,47.0,233.8260869565217,4.0,4.0,10.0,5.0,2.0,0.0,4.0,1.0,0.0,0.0,348.0,0.0425531914893617,1.0,2,0.08752736369016441,0.6484070650727992
3288,0.0,3.0,13.0,19.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.6375407570807905,-0.6241427978648667
3289,0.0,3.0,13.0,16.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.645456373941951,-0.631545236894118
3290,1.0,2.0,13.0,18.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1,-3.7997699039816544,-1.3834658473538552
3291,0.0,3.0,54.0,196.18867924528303,4.0,4.0,12.0,8.0,3.0,1.0,4.0,1.0,0.0,0.0,322.0,0.0555555555555555,1.0,2,0.3046053381389522,0.4966129427445195
3292,1.0,2.0,108.0,215.71028037383172,7.0,8.0,31.0,14.0,15.0,3.0,6.0,1.0,0.0,0.0,391.0,0.1388888888888889,1.0,8,3.378685360349264,0.8361334316657603
3293,0.0,3.0,53.0,146.98076923076923,3.0,3.0,13.0,4.0,9.0,0.0,1.0,1.0,0.0,0.0,323.0,0.1698113207547169,1.0,2,0.035574481275530014,2.1601924931294034
3296,1.0,2.0,51.0,182.1,3.0,3.0,13.0,7.0,5.0,1.0,1.0,1.0,1.0,0.0,358.0,0.0980392156862745,1.0,8,0.020533815653945957,-0.27376902006589454
3297,1.0,2.0,13.0,17.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1,-3.805926494873668,-1.3892232999321619
3298,0.0,3.0,41.0,110.75,2.0,2.0,9.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,386.0,0.048780487804878,0.0,2,-0.9857191627829995,0.21237072827873596
3299,1.0,2.0,59.0,135.17241379310346,3.0,3.0,16.0,11.0,3.0,4.0,1.0,1.0,1.0,0.0,381.0,0.0508474576271186,1.0,8,0.08186350522300026,-1.4879862752726987
3301,0.0,3.0,73.0,175.55555555555554,4.0,4.0,20.0,11.0,8.0,5.0,3.0,1.0,0.0,0.0,430.0,0.1095890410958904,1.0,2,1.249018734227572,0.7497744080397524
3302,0.0,3.0,90.0,285.4943820224719,8.0,8.0,24.0,10.0,11.0,1.0,6.0,1.0,0.0,0.0,376.0,0.1222222222222222,1.0,4,3.087927525444581,1.769870373849564
3303,0.0,3.0,122.0,235.61157024793388,9.0,9.0,35.0,32.0,2.0,7.0,4.0,1.0,1.0,0.0,365.0,0.0163934426229508,0.0,9,4.102140505784429,-2.1158363774680966
3304,0.0,3.0,72.0,202.74647887323945,5.0,5.0,19.0,11.0,8.0,2.0,2.0,1.0,1.0,0.0,328.0,0.1111111111111111,1.0,0,1.5598590316074652,0.5767821875974484
3305,0.0,3.0,13.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.653958332792828,-0.6394960047403511
3306,0.0,3.0,61.0,188.15,4.0,4.0,16.0,9.0,7.0,2.0,1.0,1.0,0.0,0.0,435.0,0.1147540983606557,1.0,2,0.6006266569796194,1.2447103606235195
3307,0.0,3.0,52.0,151.52941176470588,3.0,3.0,12.0,10.0,1.0,4.0,1.0,1.0,1.0,0.0,379.0,0.0192307692307692,0.0,0,-0.0809461436129828,-1.0453214585157402
3308,0.0,3.0,43.0,184.54761904761904,3.0,3.0,9.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,351.0,0.0465116279069767,0.0,0,-0.3046706638519221,-0.13459710670146968
3309,0.0,3.0,116.0,191.77391304347827,7.0,7.0,32.0,23.0,6.0,9.0,5.0,1.0,0.0,0.0,346.0,0.0517241379310344,0.0,5,3.2907509527879597,-0.9103187707453846
3310,0.0,3.0,137.0,168.2058823529412,7.0,7.0,43.0,37.0,5.0,14.0,2.0,1.0,1.0,0.0,355.0,0.0364963503649635,0.0,9,4.302768255713476,-2.82166434230855
3311,0.0,3.0,39.0,124.39473684210526,2.0,2.0,9.0,3.0,5.0,1.0,0.0,1.0,1.0,0.0,364.0,0.1282051282051282,1.0,0,-0.6115814753347245,0.7696774863890293
3312,0.0,3.0,144.0,235.03496503496504,10.0,11.0,44.0,19.0,23.0,2.0,6.0,1.0,0.0,0.0,353.0,0.1597222222222222,1.0,4,5.546994173576953,2.2994871987595737
3313,0.0,3.0,29.0,147.5,2.0,2.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,333.0,0.0344827586206896,1.0,2,-1.4599492424389298,0.44779605273390133
3314,0.0,3.0,13.0,20.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.633436363152781,-0.6203044961459956
3315,0.0,3.0,68.0,160.11940298507463,4.0,4.0,17.0,13.0,4.0,4.0,3.0,1.0,1.0,0.0,354.0,0.0588235294117647,1.0,0,1.0136788415581042,-0.6423002909625727
3316,0.0,3.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.6451632029470935,-0.6312710724856273
3317,0.0,3.0,69.0,191.77941176470588,5.0,5.0,17.0,15.0,2.0,3.0,2.0,1.0,1.0,0.0,381.0,0.0289855072463768,1.0,0,1.0978358769040573,-0.8967920782831512
3318,0.0,3.0,87.0,208.15116279069767,6.0,6.0,25.0,14.0,10.0,2.0,4.0,1.0,0.0,0.0,363.0,0.1149425287356321,1.0,4,2.225112102447727,1.1958688125106272
3319,1.0,2.0,68.0,126.6268656716418,3.0,3.0,19.0,17.0,1.0,6.0,1.0,1.0,1.0,0.0,342.0,0.0147058823529411,0.0,8,0.31099809760909475,-2.439832510727453
3320,0.0,3.0,98.0,181.64948453608247,6.0,6.0,27.0,24.0,3.0,7.0,4.0,1.0,1.0,0.0,390.0,0.0306122448979591,0.0,9,2.5970162052973826,-1.7268842262939654
3323,1.0,2.0,13.0,18.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1,-3.8000630749765123,-1.3837400117623462
3324,1.0,2.0,13.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1,-3.80035624597137,-1.3840141761708369
3325,0.0,3.0,27.0,137.80769230769232,2.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,378.0,0.037037037037037,1.0,2,-1.5616409290008098,0.5043213449859776
3326,0.0,3.0,46.0,168.9777777777778,3.0,3.0,11.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,355.0,0.108695652173913,1.0,2,-0.2745995057375193,1.2543151618483954
3327,0.0,3.0,60.0,243.9152542372881,5.0,5.0,14.0,11.0,2.0,3.0,0.0,1.0,1.0,0.0,374.0,0.0333333333333333,1.0,0,0.8232648555018343,-0.45626243523222
3328,0.0,3.0,13.0,18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.6407656380242264,-0.6271586063582654
3330,0.0,3.0,13.0,19.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.63490221812707,-0.6216753181884496
3331,0.0,3.0,43.0,173.5952380952381,3.0,3.0,10.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,385.0,0.0930232558139534,1.0,2,-0.3978012391323802,1.163773630092351
3332,0.0,3.0,92.0,252.0,7.0,7.0,27.0,13.0,12.0,1.0,4.0,1.0,0.0,0.0,393.0,0.1304347826086956,1.0,4,2.775277930423789,1.7572356558038602
3333,0.0,3.0,36.0,120.08571428571427,2.0,2.0,7.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,387.0,0.1111111111111111,1.0,2,-0.95551990274422,1.2135832807356113
3334,0.0,3.0,81.0,199.9125,5.0,5.0,24.0,8.0,15.0,3.0,2.0,1.0,0.0,0.0,349.0,0.1851851851851851,1.0,4,2.001771332462836,2.376242713968528
3335,0.0,3.0,57.0,82.73214285714286,2.0,3.0,14.0,14.0,0.0,4.0,0.0,1.0,1.0,0.0,354.0,0.0,0.0,0,-0.4430957436236836,-1.6531753467481067
3336,0.0,3.0,253.0,161.59126984126985,12.0,13.0,76.0,72.0,4.0,31.0,12.0,1.0,1.0,0.0,385.0,0.0158102766798418,0.0,7,10.52052211095439,-6.783627341439123
3337,0.0,3.0,67.0,236.45454545454547,5.0,5.0,18.0,6.0,10.0,2.0,2.0,1.0,0.0,0.0,401.0,0.1492537313432835,1.0,4,1.3833325324484027,1.9970093260265207
3338,0.0,3.0,37.0,131.88888888888889,2.0,2.0,9.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,370.0,0.1621621621621621,1.0,2,-0.7677151707953199,1.9455420650310356
3340,0.0,3.0,13.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.6363680731013592,-0.6230461402309035
3342,0.0,3.0,66.0,187.3692307692308,4.0,4.0,18.0,7.0,11.0,2.0,2.0,1.0,0.0,0.0,360.0,0.1666666666666666,1.0,4,1.076895092032578,2.0423543934926665
3344,0.0,3.0,13.0,17.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3,-3.6448700319522356,-0.6309969080771365
3345,0.0,3.0,63.0,193.33870967741936,4.0,4.0,17.0,10.0,4.0,4.0,2.0,1.0,0.0,0.0,355.0,0.0634920634920634,0.0,2,0.6285806605769437,0.27394832231499266
3346,0.0,3.0,51.0,233.24,4.0,4.0,11.0,8.0,2.0,2.0,2.0,1.0,0.0,0.0,366.0,0.0392156862745098,1.0,2,0.15415369784299235,0.364603010539128
3347,0.0,3.0,75.0,255.85135135135133,6.0,6.0,20.0,8.0,10.0,1.0,4.0,1.0,0.0,0.0,332.0,0.1333333333333333,1.0,4,1.9716668189622923,1.8687708676218049
3348,0.0,3.0,45.0,155.77272727272728,3.0,3.0,9.0,5.0,4.0,1.0,2.0,1.0,1.0,0.0,363.0,0.0888888888888888,1.0,0,-0.10152487775683683,0.30756482111391165
3350,1.0,2.0,36.0,97.11428571428571,2.0,2.0,6.0,6.0,0.0,3.0,0.0,1.0,1.0,0.0,352.0,0.0,1.0,8,-1.3638084030239999,-1.8971780165137384
3351,0.0,3.0,55.0,132.72222222222223,3.0,4.0,12.0,10.0,1.0,2.0,2.0,1.0,1.0,0.0,411.0,0.0181818181818181,0.0,0,-0.03161787596509598,-0.9540196783648057
3352,0.0,3.0,81.0,230.4125,6.0,6.0,23.0,11.0,10.0,1.0,4.0,1.0,0.0,0.0,391.0,0.1234567901234567,1.0,4,2.071914448801174,1.5688354159393516
3353,0.0,3.0,52.0,156.47058823529412,3.0,3.0,13.0,8.0,5.0,0.0,2.0,1.0,1.0,0.0,379.0,0.0961538461538461,1.0,0,0.15840760531741635,0.42254204685081537
3354,0.0,3.0,59.0,134.32758620689654,3.0,3.0,15.0,14.0,0.0,4.0,2.0,1.0,1.0,0.0,374.0,0.0,0.0,0,0.10953639322323916,-1.5507191055010185
