user_id,onboarding_skips,quiz_answers,total_events,avg_event_interval_sec,chat_opens,chat_views,messages_sent,messages_received,answer_errors,likes,dislikes,successful_purchase,model_changes,is_advanced,time_to_first_message_sec,error_rate
1563,0.0,3.0,84.0,137.84337349397592,4.0,5.0,21.0,19.0,2.0,7.0,4.0,1.0,1.0,1.0,404.0,0.09523809523809523
1564,0.0,3.0,33.0,23.125,1.0,1.0,7.0,7.0,0.0,1.0,0.0,1.0,1.0,1.0,393.0,0.0
1568,1.0,2.0,79.0,160.85897435897436,4.0,4.0,25.0,5.0,19.0,0.0,4.0,1.0,0.0,0.0,376.0,0.76
1578,0.0,3.0,40.0,108.92307692307692,2.0,2.0,9.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,328.0,0.1111111111111111
1588,0.0,3.0,46.0,246.9777777777778,4.0,4.0,11.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,359.0,0.36363636363636365
1590,0.0,3.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1595,0.0,3.0,64.0,186.4126984126984,4.0,4.0,17.0,9.0,7.0,2.0,3.0,1.0,0.0,0.0,332.0,0.4117647058823529
1602,1.0,2.0,88.0,303.632183908046,8.0,8.0,23.0,9.0,11.0,3.0,4.0,1.0,0.0,0.0,400.0,0.4782608695652174
1613,1.0,2.0,38.0,119.1891891891892,2.0,2.0,7.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,399.0,0.42857142857142855
1618,0.0,3.0,55.0,151.4814814814815,3.0,3.0,12.0,10.0,1.0,5.0,3.0,1.0,1.0,1.0,367.0,0.08333333333333333
1619,1.0,2.0,210.0,229.3444976076555,14.0,15.0,63.0,43.0,16.0,11.0,14.0,1.0,0.0,0.0,385.0,0.25396825396825395
1626,0.0,3.0,51.0,94.58,2.0,3.0,11.0,10.0,0.0,3.0,2.0,1.0,1.0,1.0,352.0,0.0
1627,0.0,3.0,113.0,161.92857142857142,6.0,6.0,31.0,28.0,2.0,14.0,2.0,1.0,1.0,1.0,392.0,0.06451612903225806
1635,0.0,3.0,70.0,221.1304347826087,5.0,5.0,19.0,7.0,11.0,3.0,1.0,1.0,0.0,0.0,419.0,0.5789473684210527
1640,0.0,3.0,66.0,233.33846153846153,5.0,5.0,16.0,9.0,6.0,1.0,5.0,1.0,0.0,0.0,365.0,0.375
1645,0.0,3.0,170.0,198.42603550295857,10.0,11.0,50.0,47.0,2.0,17.0,3.0,1.0,1.0,1.0,413.0,0.04
1655,0.0,3.0,60.0,136.01694915254237,3.0,3.0,18.0,7.0,9.0,1.0,2.0,1.0,0.0,0.0,341.0,0.5
1656,0.0,3.0,55.0,159.0185185185185,3.0,3.0,14.0,7.0,6.0,1.0,4.0,1.0,0.0,0.0,335.0,0.42857142857142855
1662,0.0,3.0,13.0,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1666,1.0,2.0,13.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1669,0.0,3.0,43.0,187.23809523809524,3.0,3.0,9.0,3.0,6.0,0.0,2.0,1.0,0.0,0.0,351.0,0.6666666666666666
1678,0.0,3.0,51.0,166.78,3.0,3.0,14.0,7.0,5.0,1.0,1.0,1.0,0.0,0.0,329.0,0.35714285714285715
1686,0.0,3.0,52.0,146.94117647058823,3.0,3.0,12.0,10.0,2.0,2.0,3.0,1.0,0.0,0.0,370.0,0.16666666666666666
1687,0.0,3.0,87.0,169.40697674418604,5.0,5.0,23.0,20.0,2.0,8.0,4.0,1.0,1.0,1.0,348.0,0.08695652173913043
1691,0.0,3.0,69.0,232.22058823529412,5.0,5.0,18.0,4.0,12.0,1.0,2.0,1.0,0.0,0.0,407.0,0.6666666666666666
1692,0.0,3.0,46.0,163.11111111111111,3.0,3.0,12.0,6.0,3.0,0.0,1.0,1.0,1.0,1.0,377.0,0.25
1697,0.0,3.0,13.0,22.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1709,0.0,3.0,158.0,198.98089171974522,9.0,10.0,49.0,42.0,5.0,13.0,3.0,1.0,1.0,1.0,346.0,0.10204081632653061
1718,0.0,3.0,65.0,175.0,4.0,4.0,17.0,12.0,4.0,1.0,5.0,1.0,0.0,0.0,350.0,0.23529411764705882
1740,0.0,3.0,104.0,285.63106796116506,9.0,9.0,28.0,14.0,13.0,3.0,5.0,1.0,0.0,0.0,371.0,0.4642857142857143
1743,0.0,3.0,127.0,267.2142857142857,10.0,10.0,39.0,16.0,20.0,2.0,6.0,1.0,0.0,0.0,376.0,0.5128205128205128
1745,0.0,3.0,55.0,209.55555555555554,4.0,4.0,13.0,7.0,5.0,1.0,2.0,1.0,1.0,1.0,392.0,0.38461538461538464
1754,0.0,3.0,216.0,216.36279069767443,13.0,13.0,67.0,58.0,7.0,11.0,20.0,1.0,0.0,0.0,356.0,0.1044776119402985
1760,0.0,3.0,67.0,173.66666666666666,4.0,4.0,16.0,11.0,5.0,6.0,3.0,1.0,0.0,0.0,418.0,0.3125
1780,0.0,3.0,13.0,17.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1788,0.0,3.0,72.0,222.4788732394366,5.0,5.0,21.0,6.0,12.0,1.0,3.0,1.0,0.0,0.0,315.0,0.5714285714285714
1791,0.0,3.0,23.0,27.863636363636363,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,399.0,0.6666666666666666
1800,0.0,3.0,46.0,105.95555555555555,2.0,2.0,10.0,8.0,2.0,1.0,5.0,1.0,0.0,0.0,356.0,0.2
1819,1.0,2.0,13.0,19.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1820,1.0,2.0,13.0,18.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1830,0.0,3.0,70.0,160.2608695652174,4.0,4.0,18.0,17.0,1.0,4.0,3.0,1.0,1.0,1.0,433.0,0.05555555555555555
1842,0.0,3.0,50.0,208.0,4.0,4.0,11.0,4.0,6.0,1.0,2.0,1.0,0.0,0.0,331.0,0.5454545454545454
1844,0.0,3.0,13.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1845,0.0,3.0,55.0,148.2037037037037,3.0,3.0,14.0,12.0,1.0,3.0,1.0,1.0,1.0,1.0,334.0,0.07142857142857142
1848,0.0,3.0,43.0,178.78571428571428,3.0,3.0,11.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,383.0,0.7272727272727273
1853,0.0,3.0,107.0,178.8679245283019,6.0,7.0,32.0,25.0,4.0,7.0,2.0,1.0,1.0,1.0,369.0,0.125
1873,0.0,3.0,81.0,237.0,6.0,6.0,22.0,8.0,13.0,1.0,5.0,1.0,0.0,0.0,397.0,0.5909090909090909
1885,0.0,3.0,13.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1888,0.0,3.0,13.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1895,1.0,2.0,47.0,163.06521739130434,3.0,3.0,13.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,366.0,0.5384615384615384
1904,0.0,3.0,71.0,173.22857142857143,4.0,4.0,22.0,7.0,14.0,1.0,1.0,1.0,0.0,0.0,336.0,0.6363636363636364
1905,0.0,3.0,36.0,115.34285714285714,2.0,2.0,7.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,377.0,0.0
1925,0.0,3.0,97.0,258.625,8.0,8.0,29.0,12.0,13.0,4.0,1.0,1.0,0.0,0.0,417.0,0.4482758620689655
1931,0.0,3.0,46.0,164.4,3.0,3.0,11.0,5.0,4.0,1.0,2.0,1.0,0.0,0.0,342.0,0.36363636363636365
1935,0.0,3.0,76.0,153.69333333333333,4.0,4.0,21.0,17.0,2.0,4.0,3.0,1.0,0.0,0.0,377.0,0.09523809523809523
1946,0.0,3.0,65.0,174.171875,4.0,4.0,18.0,9.0,6.0,3.0,3.0,1.0,0.0,0.0,393.0,0.3333333333333333
1952,0.0,3.0,118.0,184.86324786324786,7.0,7.0,31.0,30.0,0.0,18.0,3.0,1.0,1.0,1.0,366.0,0.0
1954,0.0,3.0,68.0,121.5223880597015,3.0,3.0,20.0,15.0,4.0,5.0,0.0,1.0,1.0,1.0,382.0,0.2
1958,0.0,3.0,50.0,163.89795918367346,3.0,3.0,13.0,7.0,5.0,0.0,1.0,1.0,1.0,1.0,370.0,0.38461538461538464
1979,0.0,3.0,48.0,176.12765957446808,3.0,3.0,11.0,5.0,6.0,1.0,2.0,1.0,0.0,0.0,331.0,0.5454545454545454
1982,0.0,3.0,69.0,222.0,5.0,5.0,18.0,11.0,6.0,1.0,3.0,1.0,1.0,1.0,361.0,0.3333333333333333
1985,0.0,3.0,77.0,198.47368421052633,5.0,5.0,22.0,9.0,11.0,2.0,4.0,1.0,0.0,0.0,357.0,0.5
1988,1.0,2.0,13.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1990,0.0,3.0,13.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1991,0.0,3.0,28.0,27.333333333333332,1.0,1.0,4.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,369.0,0.25
1995,0.0,3.0,13.0,22.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1999,0.0,3.0,103.0,199.22549019607843,6.0,7.0,27.0,24.0,2.0,1.0,10.0,1.0,0.0,0.0,383.0,0.07407407407407407
2000,0.0,3.0,58.0,192.6315789473684,4.0,4.0,12.0,10.0,2.0,6.0,1.0,1.0,1.0,1.0,373.0,0.16666666666666666
2004,0.0,3.0,85.0,143.0595238095238,4.0,4.0,23.0,21.0,2.0,5.0,4.0,1.0,1.0,1.0,367.0,0.08695652173913043
2009,0.0,3.0,62.0,241.98360655737704,5.0,5.0,16.0,7.0,9.0,1.0,0.0,1.0,0.0,0.0,386.0,0.5625
2011,0.0,3.0,54.0,206.35849056603774,4.0,4.0,14.0,4.0,6.0,0.0,4.0,1.0,0.0,0.0,381.0,0.42857142857142855
2012,1.0,2.0,57.0,200.375,4.0,4.0,14.0,7.0,7.0,1.0,2.0,1.0,0.0,0.0,373.0,0.5
2019,0.0,3.0,109.0,171.2685185185185,6.0,6.0,30.0,28.0,2.0,14.0,2.0,1.0,1.0,1.0,342.0,0.06666666666666667
2037,1.0,2.0,57.0,262.6607142857143,5.0,5.0,14.0,4.0,6.0,1.0,3.0,1.0,0.0,0.0,299.0,0.42857142857142855
2045,0.0,3.0,43.0,200.14285714285714,3.0,3.0,8.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,366.0,0.375
2052,0.0,3.0,88.0,217.5287356321839,6.0,6.0,25.0,12.0,13.0,4.0,1.0,1.0,1.0,1.0,379.0,0.52
2054,0.0,3.0,104.0,148.63106796116506,5.0,5.0,29.0,26.0,3.0,9.0,4.0,1.0,1.0,1.0,400.0,0.10344827586206896
2060,0.0,3.0,78.0,194.03896103896105,5.0,5.0,21.0,18.0,1.0,7.0,1.0,1.0,1.0,1.0,398.0,0.047619047619047616
2074,0.0,3.0,52.0,162.41176470588235,3.0,4.0,12.0,4.0,7.0,1.0,1.0,1.0,0.0,0.0,377.0,0.5833333333333334
2096,0.0,3.0,50.0,207.3673469387755,4.0,4.0,12.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,383.0,0.5833333333333334
2102,0.0,3.0,142.0,228.63120567375887,10.0,10.0,45.0,25.0,16.0,2.0,9.0,1.0,1.0,1.0,375.0,0.35555555555555557
2109,0.0,3.0,38.0,107.45945945945945,2.0,2.0,8.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,362.0,0.5
2110,0.0,3.0,69.0,210.08823529411765,5.0,5.0,16.0,11.0,4.0,5.0,3.0,1.0,1.0,1.0,326.0,0.25
2124,0.0,3.0,74.0,164.35616438356163,4.0,5.0,18.0,8.0,10.0,3.0,2.0,1.0,0.0,0.0,369.0,0.5555555555555556
2130,0.0,3.0,39.0,180.68421052631578,3.0,3.0,8.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,393.0,0.625
2143,0.0,3.0,56.0,196.65454545454546,4.0,4.0,13.0,8.0,4.0,3.0,1.0,1.0,1.0,1.0,343.0,0.3076923076923077
2145,0.0,3.0,13.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2147,0.0,3.0,78.0,197.55844155844156,5.0,5.0,22.0,14.0,7.0,1.0,4.0,1.0,1.0,1.0,341.0,0.3181818181818182
2149,0.0,3.0,30.0,132.41379310344828,2.0,2.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,383.0,0.2
2156,0.0,3.0,64.0,196.42857142857142,4.0,4.0,18.0,5.0,12.0,2.0,1.0,1.0,0.0,0.0,410.0,0.6666666666666666
2157,0.0,3.0,56.0,200.92727272727274,4.0,4.0,13.0,7.0,5.0,0.0,4.0,1.0,1.0,1.0,358.0,0.38461538461538464
2158,0.0,3.0,13.0,17.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2160,1.0,2.0,13.0,19.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2163,0.0,3.0,67.0,228.0909090909091,5.0,5.0,19.0,4.0,12.0,1.0,2.0,1.0,0.0,0.0,382.0,0.631578947368421
2164,0.0,3.0,51.0,211.54,4.0,4.0,12.0,6.0,5.0,2.0,0.0,1.0,0.0,0.0,367.0,0.4166666666666667
2175,0.0,3.0,47.0,114.32608695652173,2.0,2.0,10.0,9.0,1.0,5.0,2.0,1.0,0.0,0.0,391.0,0.1
2176,0.0,3.0,83.0,222.90243902439025,6.0,6.0,24.0,12.0,10.0,0.0,5.0,1.0,0.0,0.0,388.0,0.4166666666666667
2182,0.0,3.0,13.0,16.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2198,0.0,3.0,13.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2200,0.0,3.0,131.0,253.34615384615384,10.0,10.0,38.0,18.0,18.0,4.0,6.0,1.0,0.0,0.0,403.0,0.47368421052631576
2217,0.0,3.0,104.0,173.51456310679612,6.0,7.0,27.0,26.0,0.0,6.0,2.0,1.0,1.0,1.0,354.0,0.0
2218,0.0,3.0,55.0,141.5185185185185,3.0,3.0,14.0,12.0,2.0,3.0,0.0,1.0,1.0,1.0,362.0,0.14285714285714285
2223,0.0,3.0,84.0,149.0120481927711,4.0,4.0,23.0,20.0,3.0,8.0,3.0,1.0,1.0,1.0,377.0,0.13043478260869565
2239,0.0,3.0,49.0,183.79166666666666,3.0,3.0,12.0,5.0,5.0,1.0,3.0,1.0,0.0,0.0,326.0,0.4166666666666667
2265,0.0,3.0,183.0,152.54945054945054,8.0,9.0,56.0,52.0,2.0,23.0,4.0,1.0,1.0,1.0,349.0,0.03571428571428571
2270,0.0,3.0,39.0,210.42105263157896,3.0,3.0,7.0,4.0,3.0,0.0,2.0,1.0,0.0,0.0,354.0,0.42857142857142855
2277,0.0,3.0,79.0,216.7051282051282,6.0,6.0,21.0,13.0,7.0,3.0,2.0,1.0,1.0,1.0,365.0,0.3333333333333333
2292,0.0,3.0,79.0,198.46153846153845,5.0,5.0,23.0,10.0,13.0,0.0,4.0,1.0,0.0,0.0,375.0,0.5652173913043478
2319,0.0,3.0,46.0,178.51111111111112,3.0,3.0,10.0,5.0,5.0,2.0,1.0,1.0,0.0,0.0,397.0,0.5
2326,0.0,3.0,13.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2327,1.0,2.0,53.0,225.17307692307693,4.0,4.0,13.0,4.0,7.0,1.0,2.0,1.0,0.0,0.0,367.0,0.5384615384615384
2328,1.0,2.0,101.0,176.91,6.0,6.0,28.0,23.0,3.0,7.0,4.0,1.0,1.0,1.0,362.0,0.10714285714285714
2329,0.0,3.0,48.0,160.27659574468086,3.0,3.0,10.0,9.0,0.0,2.0,3.0,1.0,1.0,1.0,375.0,0.0
2331,0.0,3.0,70.0,230.85507246376812,5.0,5.0,19.0,9.0,9.0,1.0,3.0,1.0,0.0,0.0,392.0,0.47368421052631576
2337,1.0,2.0,36.0,207.0,3.0,3.0,6.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,397.0,0.3333333333333333
2344,0.0,3.0,65.0,125.109375,3.0,3.0,16.0,14.0,1.0,5.0,2.0,1.0,1.0,1.0,369.0,0.0625
2347,0.0,3.0,40.0,210.02564102564102,3.0,3.0,9.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,332.0,0.4444444444444444
2358,0.0,3.0,75.0,155.01351351351352,4.0,4.0,21.0,17.0,2.0,5.0,1.0,1.0,1.0,1.0,351.0,0.09523809523809523
2360,1.0,2.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2362,0.0,3.0,30.0,25.655172413793103,1.0,1.0,5.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,355.0,0.0
2369,0.0,3.0,66.0,189.03076923076924,4.0,4.0,19.0,7.0,10.0,1.0,3.0,1.0,0.0,0.0,358.0,0.5263157894736842
2370,0.0,3.0,64.0,173.4126984126984,4.0,4.0,17.0,9.0,7.0,1.0,4.0,1.0,0.0,0.0,408.0,0.4117647058823529
2374,0.0,3.0,13.0,18.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2383,0.0,3.0,60.0,247.47457627118644,5.0,5.0,16.0,5.0,8.0,1.0,1.0,1.0,0.0,0.0,399.0,0.5
2391,0.0,3.0,39.0,189.76315789473685,3.0,3.0,8.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,339.0,0.625
2395,0.0,3.0,51.0,163.98,3.0,3.0,12.0,9.0,2.0,3.0,2.0,1.0,0.0,0.0,357.0,0.16666666666666666
2399,1.0,2.0,13.0,19.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2400,0.0,3.0,38.0,97.72972972972973,2.0,2.0,8.0,5.0,3.0,1.0,0.0,1.0,1.0,1.0,355.0,0.375
2405,0.0,3.0,61.0,207.86666666666667,4.0,4.0,15.0,9.0,5.0,3.0,3.0,1.0,0.0,0.0,404.0,0.3333333333333333
2409,0.0,3.0,49.0,175.29166666666666,3.0,3.0,12.0,9.0,2.0,2.0,0.0,1.0,1.0,1.0,376.0,0.16666666666666666
2419,0.0,3.0,71.0,228.34285714285716,5.0,5.0,21.0,10.0,8.0,2.0,1.0,1.0,0.0,0.0,367.0,0.38095238095238093
2422,0.0,3.0,83.0,196.9878048780488,5.0,5.0,24.0,12.0,12.0,2.0,4.0,1.0,0.0,0.0,363.0,0.5
2424,0.0,3.0,58.0,139.66666666666666,3.0,3.0,16.0,9.0,7.0,1.0,1.0,1.0,1.0,1.0,360.0,0.4375
2429,1.0,2.0,13.0,16.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2445,1.0,2.0,47.0,147.0,3.0,3.0,9.0,8.0,1.0,4.0,1.0,1.0,1.0,1.0,382.0,0.1111111111111111
2448,0.0,3.0,23.0,24.363636363636363,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,321.0,0.6666666666666666
2453,0.0,3.0,48.0,153.10638297872342,3.0,3.0,11.0,9.0,2.0,0.0,2.0,1.0,1.0,1.0,378.0,0.18181818181818182
2456,0.0,3.0,36.0,118.65714285714286,2.0,2.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,426.0,0.14285714285714285
2474,0.0,3.0,70.0,272.3188405797101,6.0,6.0,18.0,6.0,10.0,3.0,1.0,1.0,0.0,0.0,343.0,0.5555555555555556
2478,0.0,3.0,81.0,230.525,6.0,6.0,22.0,9.0,13.0,2.0,3.0,1.0,0.0,0.0,384.0,0.5909090909090909
2483,0.0,3.0,129.0,185.203125,7.0,7.0,39.0,36.0,3.0,13.0,2.0,1.0,1.0,1.0,361.0,0.07692307692307693
2485,0.0,3.0,66.0,174.83076923076922,4.0,4.0,21.0,5.0,13.0,0.0,1.0,1.0,0.0,0.0,314.0,0.6190476190476191
2498,1.0,2.0,13.0,19.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2505,0.0,3.0,13.0,18.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2507,0.0,3.0,13.0,19.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2510,0.0,3.0,89.0,169.6931818181818,5.0,5.0,25.0,22.0,3.0,9.0,0.0,1.0,1.0,1.0,335.0,0.12
2514,1.0,2.0,57.0,139.82142857142858,3.0,3.0,15.0,11.0,4.0,2.0,1.0,1.0,1.0,1.0,368.0,0.26666666666666666
2515,0.0,3.0,82.0,233.1358024691358,6.0,6.0,21.0,12.0,9.0,5.0,2.0,1.0,1.0,1.0,354.0,0.42857142857142855
2523,0.0,3.0,41.0,107.975,2.0,2.0,9.0,9.0,0.0,2.0,0.0,1.0,1.0,1.0,366.0,0.0
2525,0.0,3.0,83.0,271.1951219512195,7.0,7.0,21.0,9.0,10.0,2.0,6.0,1.0,0.0,0.0,391.0,0.47619047619047616
2530,0.0,3.0,48.0,171.29787234042553,3.0,3.0,12.0,5.0,6.0,1.0,1.0,1.0,0.0,0.0,382.0,0.5
2554,0.0,3.0,50.0,143.3877551020408,3.0,3.0,11.0,11.0,0.0,4.0,0.0,1.0,1.0,1.0,353.0,0.0
2558,0.0,3.0,83.0,173.90243902439025,5.0,5.0,25.0,18.0,6.0,1.0,3.0,1.0,1.0,1.0,353.0,0.24
2565,0.0,3.0,78.0,160.07792207792207,4.0,5.0,22.0,9.0,13.0,0.0,1.0,1.0,0.0,0.0,401.0,0.5909090909090909
2572,0.0,3.0,13.0,20.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2584,0.0,3.0,13.0,19.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2609,1.0,2.0,36.0,215.2,3.0,3.0,7.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,385.0,0.42857142857142855
2612,0.0,3.0,95.0,202.88297872340425,6.0,6.0,29.0,10.0,18.0,2.0,4.0,1.0,0.0,0.0,399.0,0.6206896551724138
2623,0.0,3.0,81.0,160.1,4.0,4.0,24.0,13.0,10.0,4.0,3.0,1.0,1.0,1.0,354.0,0.4166666666666667
2627,0.0,3.0,198.0,174.19289340101523,10.0,12.0,56.0,51.0,2.0,23.0,7.0,1.0,1.0,1.0,323.0,0.03571428571428571
2628,1.0,2.0,197.0,229.57142857142858,13.0,13.0,58.0,45.0,11.0,11.0,19.0,1.0,0.0,0.0,382.0,0.1896551724137931
2630,0.0,3.0,122.0,221.38842975206612,8.0,8.0,38.0,17.0,19.0,3.0,7.0,1.0,0.0,0.0,383.0,0.5
2633,0.0,3.0,74.0,162.17808219178082,4.0,4.0,22.0,13.0,8.0,2.0,2.0,1.0,1.0,1.0,384.0,0.36363636363636365
2648,1.0,2.0,73.0,167.40277777777777,4.0,4.0,22.0,8.0,13.0,1.0,2.0,1.0,1.0,1.0,368.0,0.5909090909090909
2658,0.0,3.0,75.0,215.8108108108108,5.0,5.0,22.0,8.0,11.0,2.0,3.0,1.0,0.0,0.0,370.0,0.5
2661,0.0,3.0,77.0,106.13157894736842,3.0,4.0,20.0,17.0,3.0,7.0,2.0,1.0,1.0,1.0,366.0,0.15
2662,0.0,3.0,74.0,302.958904109589,7.0,7.0,18.0,7.0,10.0,1.0,3.0,1.0,0.0,0.0,395.0,0.5555555555555556
2684,1.0,2.0,91.0,122.47777777777777,4.0,5.0,25.0,24.0,1.0,8.0,2.0,1.0,1.0,1.0,419.0,0.04
2689,0.0,3.0,100.0,261.6666666666667,8.0,8.0,30.0,11.0,17.0,0.0,4.0,1.0,0.0,0.0,404.0,0.5666666666666667
2707,1.0,2.0,38.0,133.94594594594594,2.0,2.0,9.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,375.0,0.3333333333333333
2734,0.0,3.0,66.0,187.8,4.0,4.0,18.0,8.0,9.0,2.0,3.0,1.0,0.0,0.0,383.0,0.5
2735,0.0,3.0,91.0,228.4777777777778,7.0,7.0,25.0,19.0,4.0,4.0,3.0,1.0,1.0,1.0,352.0,0.16
2752,0.0,3.0,94.0,164.81720430107526,5.0,5.0,27.0,24.0,3.0,7.0,3.0,1.0,1.0,1.0,390.0,0.1111111111111111
2790,0.0,3.0,80.0,265.27848101265823,7.0,7.0,22.0,12.0,8.0,2.0,0.0,1.0,1.0,1.0,427.0,0.36363636363636365
2793,1.0,2.0,13.0,17.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2802,0.0,3.0,75.0,161.3918918918919,4.0,4.0,21.0,15.0,4.0,2.0,7.0,1.0,0.0,0.0,379.0,0.19047619047619047
2809,0.0,3.0,66.0,194.06153846153848,4.0,4.0,20.0,4.0,14.0,0.0,2.0,1.0,0.0,0.0,383.0,0.7
2820,0.0,3.0,13.0,16.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2824,0.0,3.0,50.0,158.44897959183675,3.0,3.0,13.0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,396.0,0.6153846153846154
2829,0.0,3.0,46.0,153.86666666666667,3.0,3.0,11.0,7.0,3.0,1.0,1.0,1.0,0.0,0.0,373.0,0.2727272727272727
2847,0.0,3.0,49.0,236.10416666666666,4.0,4.0,12.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,387.0,0.5
2856,0.0,3.0,57.0,199.80357142857142,4.0,4.0,14.0,6.0,6.0,1.0,4.0,1.0,0.0,0.0,340.0,0.42857142857142855
2860,0.0,3.0,39.0,110.65789473684211,2.0,2.0,8.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,404.0,0.25
2864,0.0,3.0,30.0,148.6206896551724,2.0,2.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,398.0,0.6666666666666666
2868,3.0,0.0,13.0,15.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2870,0.0,3.0,26.0,148.96,2.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,445.0,0.3333333333333333
2888,0.0,3.0,103.0,187.00980392156862,6.0,6.0,29.0,27.0,1.0,13.0,0.0,1.0,1.0,1.0,349.0,0.034482758620689655
2901,0.0,3.0,63.0,176.08064516129033,4.0,4.0,15.0,14.0,0.0,5.0,2.0,1.0,1.0,1.0,426.0,0.0
2905,0.0,3.0,162.0,217.3975155279503,11.0,11.0,48.0,45.0,1.0,17.0,3.0,1.0,1.0,1.0,359.0,0.020833333333333332
2908,0.0,3.0,13.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2914,0.0,3.0,40.0,100.1025641025641,2.0,2.0,9.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,381.0,0.5555555555555556
