user_id,onboarding_skips,quiz_answers,total_events,avg_event_interval_sec,chat_opens,chat_views,messages_sent,messages_received,answer_errors,likes,dislikes,successful_purchase,model_changes,time_to_first_message_sec,error_rate,is_churned,goals_creative,goals_professional,goals_personal_dev,goals_social_entertain,assist_detailed,assist_concise,interest_creative_arts,interest_practical,interest_outdoor,interest_intellectual,interest_business_tech,interest_lifestyle
3078,0.0,3.0,94.0,196.5913978494624,6.0,6.0,28.0,13.0,15.0,3.0,2.0,1.0,1.0,372.0,0.1595744680851064,1.0,1,1,0,0,1,0,1,1,1,1,0,0
3079,0.0,3.0,39.0,117.44736842105264,2.0,2.0,8.0,3.0,5.0,2.0,1.0,1.0,0.0,347.0,0.1282051282051282,1.0,0,1,0,1,1,0,1,0,1,1,0,0
3082,0.0,3.0,51.0,172.0,3.0,3.0,12.0,6.0,5.0,1.0,4.0,1.0,0.0,327.0,0.0980392156862745,1.0,0,1,0,1,1,0,1,1,0,0,0,1
3085,0.0,3.0,85.0,136.45238095238096,4.0,4.0,26.0,17.0,9.0,4.0,2.0,1.0,1.0,396.0,0.1058823529411764,1.0,1,1,1,0,1,0,1,1,0,0,0,0
3089,0.0,3.0,69.0,215.9705882352941,5.0,5.0,17.0,8.0,7.0,3.0,5.0,1.0,0.0,365.0,0.1014492753623188,1.0,0,1,1,1,1,0,0,0,0,0,0,1
3100,0.0,3.0,36.0,122.65714285714286,2.0,2.0,8.0,3.0,4.0,1.0,0.0,1.0,0.0,357.0,0.1111111111111111,1.0,1,1,0,0,1,0,0,0,1,1,0,1
3107,0.0,3.0,53.0,210.73076923076923,4.0,4.0,11.0,7.0,4.0,2.0,3.0,1.0,0.0,391.0,0.0754716981132075,1.0,0,1,1,1,1,0,1,1,1,1,0,0
3109,0.0,3.0,67.0,222.45454545454547,5.0,5.0,18.0,9.0,7.0,1.0,3.0,1.0,0.0,397.0,0.1044776119402985,1.0,1,1,0,1,1,0,1,1,0,0,0,1
3111,0.0,3.0,86.0,210.4470588235294,6.0,6.0,23.0,12.0,11.0,4.0,4.0,1.0,0.0,376.0,0.127906976744186,1.0,1,1,0,0,1,0,0,0,1,0,0,0
3114,0.0,3.0,61.0,207.7333333333333,4.0,4.0,16.0,5.0,11.0,0.0,1.0,1.0,0.0,410.0,0.180327868852459,1.0,1,1,0,1,1,0,0,0,1,0,0,1
3119,0.0,3.0,85.0,223.54761904761904,6.0,6.0,23.0,12.0,10.0,1.0,7.0,1.0,0.0,393.0,0.1176470588235294,1.0,1,1,0,1,1,0,0,1,0,0,0,0
3124,0.0,3.0,76.0,167.17333333333335,4.0,4.0,24.0,8.0,13.0,3.0,2.0,1.0,0.0,341.0,0.1710526315789473,1.0,1,1,0,0,1,0,1,1,1,1,0,0
3126,0.0,3.0,77.0,215.43421052631575,5.0,5.0,21.0,12.0,9.0,0.0,6.0,1.0,0.0,393.0,0.1168831168831168,1.0,0,1,0,1,1,0,0,0,0,1,0,1
3128,0.0,3.0,68.0,222.73134328358208,5.0,5.0,16.0,10.0,6.0,2.0,1.0,1.0,1.0,364.0,0.088235294117647,1.0,0,1,0,1,1,0,0,1,0,0,0,0
3132,0.0,3.0,50.0,150.6326530612245,3.0,3.0,14.0,4.0,8.0,1.0,0.0,1.0,0.0,392.0,0.16,1.0,1,1,0,1,1,0,1,0,1,0,0,0
3135,0.0,3.0,77.0,250.98684210526315,6.0,6.0,22.0,6.0,14.0,0.0,3.0,1.0,0.0,377.0,0.1818181818181818,1.0,1,1,0,1,1,0,0,0,0,0,0,1
3147,0.0,3.0,41.0,111.2,2.0,2.0,9.0,3.0,6.0,1.0,2.0,1.0,0.0,404.0,0.1463414634146341,1.0,1,1,1,0,1,0,1,0,0,1,0,1
3151,0.0,3.0,77.0,158.6315789473684,4.0,5.0,21.0,10.0,11.0,1.0,4.0,1.0,0.0,349.0,0.1428571428571428,1.0,0,1,1,1,1,0,0,0,1,1,0,0
3152,0.0,3.0,85.0,193.48809523809524,5.0,6.0,23.0,7.0,14.0,1.0,4.0,1.0,0.0,408.0,0.1647058823529411,1.0,1,1,1,0,1,0,1,1,0,0,0,1
3156,0.0,3.0,69.0,223.7205882352941,5.0,5.0,20.0,8.0,11.0,0.0,1.0,1.0,0.0,374.0,0.1594202898550724,1.0,1,1,0,0,1,0,1,0,1,1,0,0
3159,0.0,3.0,43.0,165.11904761904762,3.0,3.0,10.0,3.0,5.0,0.0,2.0,1.0,0.0,360.0,0.1162790697674418,1.0,1,1,0,0,1,0,0,0,0,1,0,0
3165,0.0,3.0,40.0,118.1025641025641,2.0,2.0,9.0,4.0,5.0,0.0,2.0,1.0,0.0,359.0,0.125,1.0,1,1,0,1,1,0,1,1,1,1,0,1
3169,0.0,3.0,61.0,182.75,4.0,4.0,16.0,10.0,5.0,2.0,2.0,1.0,0.0,360.0,0.081967213114754,1.0,1,1,0,0,1,0,1,0,1,0,0,0
3172,0.0,3.0,65.0,180.953125,4.0,4.0,17.0,10.0,6.0,4.0,1.0,1.0,1.0,359.0,0.0923076923076923,1.0,0,1,1,1,1,0,1,0,0,1,0,1
3175,0.0,3.0,39.0,115.97368421052632,2.0,2.0,8.0,4.0,4.0,2.0,1.0,1.0,0.0,347.0,0.1025641025641025,1.0,1,1,0,0,1,0,1,1,0,1,0,1
3177,0.0,3.0,77.0,217.5921052631579,5.0,5.0,21.0,12.0,8.0,2.0,5.0,1.0,0.0,365.0,0.1038961038961039,1.0,1,1,0,0,1,0,0,0,1,1,0,0
3179,0.0,3.0,73.0,165.05555555555554,4.0,4.0,21.0,12.0,9.0,1.0,3.0,1.0,1.0,360.0,0.1232876712328767,1.0,0,1,0,1,1,0,1,1,0,0,0,0
3185,0.0,3.0,51.0,154.96,3.0,3.0,13.0,5.0,8.0,1.0,1.0,1.0,0.0,333.0,0.1568627450980392,1.0,0,1,1,0,1,0,1,0,0,0,0,1
3188,0.0,3.0,82.0,205.0493827160494,5.0,5.0,24.0,16.0,7.0,2.0,3.0,1.0,1.0,363.0,0.0853658536585365,1.0,1,1,0,1,1,0,1,1,0,1,0,0
3190,0.0,3.0,62.0,202.2622950819672,4.0,4.0,17.0,6.0,9.0,2.0,2.0,1.0,0.0,321.0,0.1451612903225806,1.0,1,1,0,0,1,0,0,0,0,1,0,0
3195,0.0,3.0,101.0,306.82,9.0,9.0,27.0,12.0,14.0,3.0,4.0,1.0,0.0,408.0,0.1386138613861386,1.0,1,1,0,1,1,0,1,1,1,0,0,0
3207,0.0,3.0,62.0,244.81967213114757,5.0,5.0,16.0,7.0,7.0,2.0,1.0,1.0,0.0,416.0,0.1129032258064516,1.0,1,1,0,0,1,0,1,0,0,0,0,0
3211,0.0,3.0,74.0,166.013698630137,4.0,4.0,22.0,13.0,9.0,1.0,2.0,1.0,1.0,388.0,0.1216216216216216,1.0,1,1,1,0,1,0,0,1,0,0,0,1
3213,0.0,3.0,40.0,188.3589743589744,3.0,3.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,398.0,0.125,1.0,1,1,0,0,1,0,1,1,0,1,0,0
3214,0.0,3.0,69.0,240.52941176470588,5.0,5.0,19.0,7.0,10.0,0.0,4.0,1.0,0.0,394.0,0.144927536231884,1.0,1,1,0,0,1,0,0,1,1,0,0,0
3215,0.0,3.0,60.0,130.77966101694915,3.0,4.0,15.0,11.0,4.0,0.0,2.0,1.0,1.0,387.0,0.0666666666666666,1.0,1,1,0,0,1,0,0,0,1,0,0,0
3216,0.0,3.0,83.0,213.6219512195122,6.0,8.0,21.0,12.0,6.0,1.0,2.0,1.0,1.0,355.0,0.072289156626506,1.0,1,1,0,0,1,0,1,1,0,1,0,0
3217,0.0,3.0,72.0,195.19718309859155,5.0,5.0,20.0,11.0,8.0,3.0,0.0,1.0,1.0,369.0,0.1111111111111111,1.0,1,1,1,0,1,0,1,0,1,0,0,0
3219,0.0,3.0,42.0,196.4390243902439,3.0,3.0,9.0,5.0,3.0,1.0,1.0,1.0,0.0,351.0,0.0714285714285714,1.0,1,1,0,0,1,0,1,0,0,0,0,0
3222,0.0,3.0,41.0,189.775,3.0,3.0,9.0,3.0,5.0,0.0,1.0,1.0,0.0,343.0,0.1219512195121951,1.0,0,1,1,1,1,0,0,1,1,0,0,1
3225,0.0,3.0,71.0,171.84285714285716,4.0,4.0,22.0,5.0,16.0,2.0,0.0,1.0,0.0,323.0,0.2253521126760563,1.0,0,1,1,1,1,0,1,0,1,1,0,0
3235,0.0,3.0,76.0,193.74666666666667,5.0,5.0,23.0,6.0,15.0,1.0,2.0,1.0,0.0,365.0,0.1973684210526315,1.0,0,1,1,0,1,0,1,0,1,1,0,0
3237,0.0,3.0,101.0,221.9,7.0,7.0,28.0,15.0,12.0,4.0,7.0,1.0,0.0,363.0,0.1188118811881188,1.0,1,1,0,0,1,0,0,1,0,0,0,0
3239,0.0,3.0,79.0,197.9102564102564,5.0,7.0,22.0,5.0,13.0,1.0,1.0,1.0,0.0,348.0,0.1645569620253164,1.0,0,1,1,1,1,0,0,1,1,1,0,0
3240,0.0,3.0,50.0,168.10204081632654,3.0,3.0,13.0,5.0,7.0,2.0,0.0,1.0,0.0,359.0,0.14,1.0,1,1,0,0,1,0,1,1,1,0,0,1
3242,0.0,3.0,53.0,202.44230769230768,4.0,4.0,12.0,7.0,5.0,2.0,0.0,1.0,1.0,347.0,0.0943396226415094,1.0,1,1,0,1,1,0,1,0,0,0,0,0
3247,0.0,3.0,55.0,200.90740740740745,4.0,4.0,13.0,7.0,5.0,2.0,2.0,1.0,0.0,380.0,0.0909090909090909,1.0,1,1,0,0,1,0,1,0,0,0,0,1
3253,0.0,3.0,64.0,185.14285714285717,4.0,4.0,19.0,4.0,13.0,0.0,2.0,1.0,0.0,431.0,0.203125,1.0,1,1,0,1,1,0,0,0,1,0,0,0
3263,0.0,3.0,74.0,295.5890410958904,7.0,7.0,19.0,12.0,5.0,1.0,1.0,1.0,1.0,334.0,0.0675675675675675,1.0,1,1,1,0,1,0,0,0,1,0,0,0
3267,0.0,3.0,103.0,229.58823529411765,7.0,7.0,30.0,16.0,12.0,5.0,4.0,1.0,1.0,404.0,0.116504854368932,1.0,1,1,0,0,1,0,0,0,0,1,0,1
3283,0.0,3.0,64.0,240.57142857142856,5.0,5.0,14.0,8.0,6.0,3.0,4.0,1.0,0.0,357.0,0.09375,1.0,1,1,0,0,1,0,1,0,0,0,0,1
3285,0.0,3.0,79.0,240.98717948717947,6.0,6.0,21.0,8.0,12.0,2.0,4.0,1.0,0.0,413.0,0.1518987341772152,1.0,0,1,1,0,1,0,0,0,0,0,0,1
3291,0.0,3.0,54.0,196.18867924528303,4.0,4.0,12.0,8.0,3.0,1.0,4.0,1.0,0.0,322.0,0.0555555555555555,1.0,0,1,1,0,1,0,1,0,1,0,0,1
3293,0.0,3.0,53.0,146.98076923076923,3.0,3.0,13.0,4.0,9.0,0.0,1.0,1.0,0.0,323.0,0.1698113207547169,1.0,1,1,1,0,1,0,0,1,1,0,0,0
3301,0.0,3.0,73.0,175.55555555555554,4.0,4.0,20.0,11.0,8.0,5.0,3.0,1.0,0.0,430.0,0.1095890410958904,1.0,1,1,1,0,1,0,0,1,1,1,0,1
3304,0.0,3.0,72.0,202.74647887323945,5.0,5.0,19.0,11.0,8.0,2.0,2.0,1.0,1.0,328.0,0.1111111111111111,1.0,1,1,0,0,1,0,1,0,1,1,0,1
3311,0.0,3.0,39.0,124.39473684210526,2.0,2.0,9.0,3.0,5.0,1.0,0.0,1.0,1.0,364.0,0.1282051282051282,1.0,1,1,1,0,1,0,1,1,1,0,0,0
3313,0.0,3.0,29.0,147.5,2.0,2.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,333.0,0.0344827586206896,1.0,1,1,0,1,1,0,1,1,1,1,0,1
3315,0.0,3.0,68.0,160.11940298507463,4.0,4.0,17.0,13.0,4.0,4.0,3.0,1.0,1.0,354.0,0.0588235294117647,1.0,1,1,0,1,1,0,1,0,0,0,0,1
3325,0.0,3.0,27.0,137.80769230769232,2.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,378.0,0.037037037037037,1.0,1,1,0,1,1,0,0,1,0,0,0,1
3327,0.0,3.0,60.0,243.9152542372881,5.0,5.0,14.0,11.0,2.0,3.0,0.0,1.0,1.0,374.0,0.0333333333333333,1.0,0,1,1,0,1,0,1,0,0,1,0,0
3331,0.0,3.0,43.0,173.5952380952381,3.0,3.0,10.0,4.0,4.0,0.0,2.0,1.0,0.0,385.0,0.0930232558139534,1.0,1,1,1,0,1,0,1,1,0,1,0,0
3332,0.0,3.0,92.0,252.0,7.0,7.0,27.0,13.0,12.0,1.0,4.0,1.0,0.0,393.0,0.1304347826086956,1.0,1,1,1,0,1,0,1,0,1,0,0,0
3333,0.0,3.0,36.0,120.08571428571427,2.0,2.0,7.0,3.0,4.0,0.0,2.0,1.0,0.0,387.0,0.1111111111111111,1.0,1,1,0,0,1,0,0,1,1,0,0,0
3334,0.0,3.0,81.0,199.9125,5.0,5.0,24.0,8.0,15.0,3.0,2.0,1.0,0.0,349.0,0.1851851851851851,1.0,0,1,1,0,1,0,1,1,0,0,0,0
3337,0.0,3.0,67.0,236.45454545454547,5.0,5.0,18.0,6.0,10.0,2.0,2.0,1.0,0.0,401.0,0.1492537313432835,1.0,0,1,1,0,1,0,0,1,0,0,0,0
3338,0.0,3.0,37.0,131.88888888888889,2.0,2.0,9.0,1.0,6.0,0.0,1.0,1.0,0.0,370.0,0.1621621621621621,1.0,0,1,0,1,1,0,1,0,0,1,0,1
3346,0.0,3.0,51.0,233.24,4.0,4.0,11.0,8.0,2.0,2.0,2.0,1.0,0.0,366.0,0.0392156862745098,1.0,0,1,1,1,1,0,0,1,1,1,0,1
3348,0.0,3.0,45.0,155.77272727272728,3.0,3.0,9.0,5.0,4.0,1.0,2.0,1.0,1.0,363.0,0.0888888888888888,1.0,1,1,1,0,1,0,0,1,1,1,0,0
3352,0.0,3.0,81.0,230.4125,6.0,6.0,23.0,11.0,10.0,1.0,4.0,1.0,0.0,391.0,0.1234567901234567,1.0,0,1,1,0,1,0,1,0,1,0,0,0
3353,0.0,3.0,52.0,156.47058823529412,3.0,3.0,13.0,8.0,5.0,0.0,2.0,1.0,1.0,379.0,0.0961538461538461,1.0,1,1,0,0,1,0,0,1,1,1,0,0
3355,0.0,3.0,97.0,206.6875,6.0,6.0,27.0,17.0,10.0,6.0,5.0,1.0,0.0,380.0,0.1030927835051546,1.0,1,1,0,0,1,0,1,1,0,0,0,0
3356,0.0,3.0,91.0,249.0222222222222,7.0,7.0,25.0,13.0,9.0,2.0,4.0,1.0,0.0,408.0,0.0989010989010989,1.0,0,1,1,1,1,0,1,0,1,1,0,1
3359,0.0,3.0,71.0,216.07142857142856,5.0,5.0,18.0,12.0,5.0,4.0,2.0,1.0,1.0,392.0,0.0704225352112676,1.0,0,1,1,1,1,0,0,0,0,1,0,0
3366,0.0,3.0,93.0,199.2282608695652,6.0,6.0,27.0,13.0,12.0,3.0,6.0,1.0,0.0,365.0,0.1290322580645161,1.0,1,1,0,0,1,0,1,0,0,0,0,0
3367,0.0,3.0,99.0,221.1530612244898,7.0,7.0,31.0,17.0,13.0,2.0,0.0,1.0,1.0,382.0,0.1313131313131313,1.0,1,1,0,0,1,0,1,1,0,1,0,0
3373,0.0,3.0,89.0,265.22727272727275,7.0,7.0,28.0,7.0,16.0,1.0,2.0,1.0,0.0,387.0,0.1797752808988764,1.0,0,1,1,0,1,0,0,1,0,0,0,1
3374,0.0,3.0,59.0,262.82758620689657,5.0,5.0,14.0,7.0,5.0,1.0,3.0,1.0,0.0,367.0,0.0847457627118644,1.0,0,1,0,1,1,0,1,1,0,0,0,0
3375,0.0,3.0,41.0,194.85,3.0,3.0,7.0,6.0,1.0,1.0,3.0,1.0,0.0,399.0,0.024390243902439,1.0,1,1,0,1,1,0,1,0,0,0,0,0
3376,0.0,3.0,33.0,127.125,2.0,2.0,5.0,4.0,1.0,1.0,2.0,1.0,0.0,349.0,0.0303030303030303,1.0,0,1,1,1,1,0,1,1,0,1,0,0
3377,0.0,3.0,92.0,239.0,7.0,7.0,25.0,16.0,9.0,2.0,4.0,1.0,1.0,362.0,0.0978260869565217,1.0,0,1,1,1,1,0,1,1,1,1,0,1
3381,0.0,3.0,47.0,172.93478260869566,3.0,3.0,11.0,6.0,5.0,1.0,1.0,1.0,0.0,389.0,0.1063829787234042,1.0,0,1,1,0,1,0,1,0,1,1,0,0
3383,0.0,3.0,58.0,199.6140350877193,4.0,4.0,15.0,9.0,5.0,0.0,3.0,1.0,0.0,392.0,0.0862068965517241,1.0,0,1,1,0,1,0,1,1,1,1,0,0
3386,0.0,3.0,52.0,229.54901960784315,4.0,4.0,13.0,4.0,7.0,1.0,1.0,1.0,0.0,407.0,0.1346153846153846,1.0,1,1,0,0,1,0,1,1,1,0,0,0
3390,0.0,3.0,39.0,197.3421052631579,3.0,3.0,7.0,5.0,2.0,1.0,1.0,1.0,0.0,351.0,0.0512820512820512,1.0,1,1,1,0,1,0,0,1,0,1,0,0
3393,0.0,3.0,42.0,106.5609756097561,2.0,2.0,10.0,7.0,3.0,1.0,0.0,1.0,1.0,384.0,0.0714285714285714,1.0,1,1,0,0,1,0,0,1,1,0,0,0
3396,0.0,3.0,95.0,269.1808510638298,8.0,8.0,25.0,16.0,9.0,4.0,3.0,1.0,0.0,381.0,0.0947368421052631,1.0,1,1,1,0,1,0,1,0,0,0,0,0
3400,0.0,3.0,62.0,134.68852459016392,3.0,3.0,16.0,9.0,7.0,4.0,2.0,1.0,1.0,391.0,0.1129032258064516,1.0,1,1,0,0,1,0,1,1,1,1,0,0
3401,0.0,3.0,79.0,186.64102564102564,5.0,5.0,22.0,11.0,10.0,2.0,5.0,1.0,0.0,361.0,0.1265822784810126,1.0,1,1,1,0,1,0,1,0,0,0,0,0
3403,0.0,3.0,96.0,251.73684210526315,7.0,7.0,30.0,9.0,17.0,2.0,3.0,1.0,0.0,392.0,0.1770833333333333,1.0,1,1,0,1,1,0,1,0,0,1,0,1
3407,0.0,3.0,30.0,120.6206896551724,2.0,2.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,403.0,0.0333333333333333,1.0,1,1,0,0,1,0,1,1,1,1,0,0
3409,0.0,3.0,38.0,108.97297297297295,2.0,2.0,8.0,2.0,5.0,0.0,0.0,1.0,0.0,342.0,0.131578947368421,1.0,1,1,0,0,1,0,0,0,1,0,0,0
3411,0.0,3.0,83.0,186.5731707317073,5.0,5.0,23.0,14.0,8.0,5.0,3.0,1.0,1.0,398.0,0.0963855421686747,1.0,0,1,1,1,1,0,0,1,1,0,0,1
3412,0.0,3.0,24.0,30.130434782608692,1.0,1.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,386.0,0.125,1.0,1,1,1,0,1,0,0,1,1,0,0,1
3413,0.0,3.0,76.0,196.54666666666665,5.0,5.0,21.0,9.0,11.0,3.0,3.0,1.0,0.0,352.0,0.1447368421052631,1.0,1,1,0,1,1,0,1,1,1,1,0,1
3418,0.0,3.0,36.0,221.45714285714288,3.0,3.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,393.0,0.0833333333333333,1.0,0,1,1,0,1,0,0,0,1,0,0,1
3421,0.0,3.0,61.0,224.11666666666667,5.0,5.0,14.0,7.0,7.0,0.0,3.0,1.0,1.0,346.0,0.1147540983606557,1.0,0,1,1,1,1,0,1,0,0,0,0,0
3424,0.0,3.0,40.0,122.05128205128206,2.0,2.0,9.0,3.0,6.0,1.0,1.0,1.0,0.0,405.0,0.15,1.0,1,1,0,0,1,0,1,1,1,0,0,0
3427,0.0,3.0,24.0,26.52173913043478,1.0,1.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,319.0,0.125,1.0,0,1,1,0,1,0,0,0,0,0,0,1
3428,0.0,3.0,64.0,225.55555555555557,5.0,5.0,18.0,7.0,9.0,1.0,0.0,1.0,0.0,363.0,0.140625,1.0,1,1,0,1,1,0,0,1,1,0,0,0
3429,0.0,3.0,47.0,230.41304347826087,4.0,4.0,11.0,3.0,6.0,1.0,0.0,1.0,0.0,377.0,0.1276595744680851,1.0,1,1,1,0,1,0,1,1,0,1,0,0
3432,0.0,3.0,70.0,283.94202898550725,6.0,6.0,19.0,12.0,6.0,1.0,0.0,1.0,0.0,380.0,0.0857142857142857,1.0,1,1,0,1,1,0,1,1,0,0,0,0
3436,0.0,3.0,56.0,192.25454545454545,4.0,4.0,13.0,8.0,5.0,2.0,1.0,1.0,1.0,317.0,0.0892857142857142,1.0,1,1,1,0,1,0,1,0,1,0,0,1
3443,0.0,3.0,78.0,150.14285714285714,4.0,4.0,22.0,11.0,11.0,2.0,6.0,1.0,0.0,342.0,0.141025641025641,1.0,1,1,0,0,1,0,1,1,0,0,0,0
3447,0.0,3.0,38.0,115.75675675675676,2.0,2.0,8.0,4.0,3.0,2.0,0.0,1.0,1.0,352.0,0.0789473684210526,1.0,1,1,0,0,1,0,1,0,0,0,0,1
3450,0.0,3.0,54.0,163.56603773584905,3.0,3.0,15.0,8.0,6.0,1.0,1.0,1.0,0.0,358.0,0.1111111111111111,1.0,1,1,0,0,1,0,0,1,0,0,0,0
3460,0.0,3.0,82.0,286.1851851851852,7.0,7.0,23.0,7.0,14.0,1.0,2.0,1.0,0.0,378.0,0.1707317073170731,1.0,1,1,0,0,1,0,1,0,0,1,0,0
3461,0.0,3.0,61.0,134.88333333333333,3.0,3.0,16.0,7.0,9.0,3.0,3.0,1.0,0.0,354.0,0.1475409836065573,1.0,0,1,0,1,1,0,1,1,0,0,0,1
3465,0.0,3.0,74.0,156.31506849315068,4.0,4.0,21.0,8.0,12.0,4.0,3.0,1.0,0.0,369.0,0.1621621621621621,1.0,0,1,1,0,1,0,1,0,1,0,0,1
3466,0.0,3.0,48.0,158.89361702127658,3.0,3.0,11.0,7.0,4.0,2.0,0.0,1.0,1.0,344.0,0.0833333333333333,1.0,0,1,0,1,1,0,1,1,0,1,0,1
3467,0.0,3.0,40.0,182.2051282051282,3.0,3.0,7.0,5.0,2.0,2.0,0.0,1.0,1.0,392.0,0.05,1.0,1,1,0,0,1,0,1,0,1,0,0,0
3470,0.0,3.0,68.0,212.22388059701493,5.0,5.0,15.0,10.0,5.0,3.0,0.0,1.0,1.0,397.0,0.0735294117647058,1.0,0,1,1,0,1,0,1,0,0,1,0,0
3472,0.0,3.0,34.0,118.78787878787878,2.0,2.0,5.0,3.0,2.0,3.0,0.0,1.0,1.0,390.0,0.0588235294117647,1.0,1,1,1,0,1,0,1,1,1,1,0,0
3479,0.0,3.0,77.0,158.07894736842104,4.0,5.0,19.0,9.0,9.0,4.0,3.0,1.0,0.0,367.0,0.1168831168831168,1.0,1,1,0,1,1,0,1,1,1,1,0,1
3482,0.0,3.0,97.0,229.22916666666663,7.0,7.0,32.0,13.0,14.0,1.0,2.0,1.0,0.0,323.0,0.1443298969072164,1.0,0,1,1,1,1,0,0,1,0,0,0,0
3483,0.0,3.0,76.0,202.86666666666667,5.0,6.0,21.0,9.0,11.0,1.0,1.0,1.0,0.0,413.0,0.1447368421052631,1.0,1,1,1,0,1,0,1,0,1,0,0,1
3484,0.0,3.0,95.0,232.53191489361703,7.0,7.0,27.0,14.0,11.0,5.0,2.0,1.0,1.0,408.0,0.1157894736842105,1.0,1,1,0,0,1,0,1,0,0,1,0,1
3485,0.0,3.0,64.0,118.47619047619048,3.0,3.0,18.0,12.0,6.0,2.0,2.0,1.0,1.0,386.0,0.09375,1.0,1,1,0,0,1,0,1,0,1,0,0,0
3487,0.0,3.0,56.0,213.4909090909091,4.0,4.0,14.0,7.0,6.0,2.0,1.0,1.0,0.0,409.0,0.1071428571428571,1.0,1,1,1,0,1,0,1,0,0,0,0,1
3489,0.0,3.0,34.0,135.78787878787878,2.0,2.0,6.0,3.0,2.0,1.0,2.0,1.0,0.0,346.0,0.0588235294117647,1.0,1,1,0,0,1,0,0,1,1,0,0,1
3495,0.0,3.0,31.0,133.93333333333334,2.0,2.0,5.0,2.0,3.0,0.0,1.0,1.0,0.0,349.0,0.0967741935483871,1.0,0,1,0,1,1,0,1,0,0,0,0,1
3502,0.0,3.0,62.0,188.5737704918033,4.0,4.0,16.0,8.0,8.0,1.0,3.0,1.0,0.0,395.0,0.1290322580645161,1.0,1,1,1,0,1,0,1,0,0,0,0,0
3511,0.0,3.0,66.0,229.4,5.0,5.0,18.0,6.0,10.0,0.0,3.0,1.0,0.0,395.0,0.1515151515151515,1.0,1,1,1,0,1,0,1,1,0,1,0,0
3517,0.0,3.0,62.0,243.44262295081967,5.0,5.0,15.0,12.0,3.0,2.0,0.0,1.0,1.0,363.0,0.0483870967741935,1.0,1,1,0,0,1,0,1,0,0,1,0,0
3531,0.0,3.0,51.0,165.4,3.0,3.0,13.0,3.0,9.0,2.0,1.0,1.0,0.0,454.0,0.1764705882352941,1.0,1,1,1,0,1,0,1,1,0,0,0,1
3534,0.0,3.0,36.0,124.14285714285714,2.0,2.0,7.0,4.0,3.0,1.0,1.0,1.0,0.0,410.0,0.0833333333333333,1.0,1,1,0,1,1,0,1,0,0,0,0,1
3536,0.0,3.0,104.0,204.76699029126212,7.0,7.0,32.0,18.0,13.0,4.0,1.0,1.0,1.0,324.0,0.125,1.0,0,1,0,1,1,0,1,1,0,1,0,0
3538,0.0,3.0,54.0,189.9811320754717,4.0,4.0,12.0,9.0,2.0,3.0,1.0,1.0,1.0,323.0,0.037037037037037,1.0,1,1,1,0,1,0,1,0,1,0,0,1
3545,0.0,3.0,73.0,211.79166666666663,5.0,5.0,20.0,11.0,7.0,2.0,4.0,1.0,0.0,401.0,0.0958904109589041,1.0,1,1,0,0,1,0,1,0,1,0,0,1
3548,0.0,3.0,51.0,279.18,5.0,5.0,10.0,4.0,5.0,0.0,3.0,1.0,0.0,352.0,0.0980392156862745,1.0,1,1,0,0,1,0,0,1,1,0,0,0
3549,0.0,3.0,68.0,177.19402985074626,4.0,4.0,19.0,5.0,13.0,2.0,0.0,1.0,0.0,410.0,0.1911764705882352,1.0,1,1,0,0,1,0,1,0,0,0,0,0
3550,0.0,3.0,44.0,180.62790697674416,3.0,3.0,9.0,7.0,1.0,2.0,1.0,1.0,1.0,367.0,0.0227272727272727,1.0,1,1,0,0,1,0,1,0,0,0,0,0
3559,0.0,3.0,85.0,234.75,6.0,6.0,24.0,11.0,11.0,3.0,4.0,1.0,0.0,344.0,0.1294117647058823,1.0,0,1,0,1,1,0,1,1,1,1,0,0
3560,0.0,3.0,39.0,110.94736842105264,2.0,2.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,390.0,0.0256410256410256,1.0,1,1,0,1,1,0,1,0,0,0,0,0
3561,0.0,3.0,79.0,287.15384615384613,7.0,7.0,20.0,8.0,11.0,0.0,5.0,1.0,0.0,360.0,0.1392405063291139,1.0,0,1,0,1,1,0,0,0,1,0,0,0
3562,0.0,3.0,28.0,131.4814814814815,2.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,375.0,0.0714285714285714,1.0,1,1,0,0,1,0,0,0,1,0,0,1
3565,0.0,3.0,55.0,267.27777777777777,5.0,5.0,13.0,4.0,7.0,2.0,0.0,1.0,0.0,344.0,0.1272727272727272,1.0,1,1,1,0,1,0,1,1,0,0,0,1
3566,0.0,3.0,51.0,163.34,3.0,3.0,12.0,5.0,7.0,0.0,4.0,1.0,0.0,363.0,0.1372549019607843,1.0,0,1,1,1,1,0,0,0,1,1,0,0
3567,0.0,3.0,68.0,166.59701492537314,4.0,4.0,18.0,12.0,6.0,3.0,2.0,1.0,1.0,337.0,0.088235294117647,1.0,0,1,1,1,1,0,0,0,0,1,0,0
