user_id,onboarding_skips,quiz_answers,total_events,avg_event_interval_sec,chat_opens,chat_views,messages_sent,messages_received,answer_errors,likes,dislikes,successful_purchase,model_changes,time_to_first_message_sec,error_rate,is_churned
3629,0.0,3.0,13.0,22.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3630,0.0,3.0,173.0,215.02325581395348,11.0,11.0,52.0,45.0,7.0,19.0,2.0,1.0,1.0,343.0,0.04046242774566474,0.0
3631,0.0,3.0,74.0,159.45205479452054,4.0,4.0,19.0,11.0,8.0,4.0,5.0,1.0,1.0,393.0,0.10810810810810811,1.0
3632,0.0,3.0,42.0,174.70731707317074,3.0,3.0,8.0,4.0,4.0,0.0,2.0,1.0,1.0,397.0,0.09523809523809523,1.0
3633,0.0,3.0,45.0,252.95454545454547,4.0,4.0,8.0,6.0,1.0,1.0,3.0,1.0,0.0,354.0,0.022222222222222223,1.0
3635,0.0,3.0,66.0,178.06153846153848,4.0,4.0,17.0,10.0,5.0,5.0,2.0,1.0,1.0,377.0,0.07575757575757576,1.0
3636,0.0,3.0,70.0,287.04347826086956,6.0,6.0,17.0,9.0,6.0,0.0,3.0,1.0,0.0,375.0,0.08571428571428572,1.0
3637,0.0,3.0,121.0,234.36666666666667,9.0,9.0,34.0,24.0,9.0,8.0,4.0,1.0,1.0,339.0,0.0743801652892562,1.0
3638,0.0,3.0,13.0,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3640,0.0,3.0,178.0,179.3728813559322,10.0,11.0,51.0,48.0,2.0,18.0,7.0,1.0,1.0,367.0,0.011235955056179775,0.0
3641,0.0,3.0,35.0,116.61764705882354,2.0,2.0,7.0,3.0,3.0,0.0,1.0,1.0,1.0,352.0,0.08571428571428572,1.0
3642,0.0,3.0,13.0,19.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3643,0.0,3.0,53.0,198.76923076923077,4.0,4.0,11.0,8.0,2.0,1.0,5.0,1.0,0.0,384.0,0.03773584905660377,1.0
3644,0.0,3.0,13.0,20.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3646,0.0,3.0,72.0,228.66197183098592,5.0,5.0,20.0,11.0,7.0,2.0,3.0,1.0,0.0,420.0,0.09722222222222222,1.0
3647,0.0,3.0,78.0,255.96103896103895,6.0,6.0,19.0,6.0,12.0,2.0,3.0,1.0,0.0,370.0,0.15384615384615385,1.0
3648,0.0,3.0,81.0,186.275,5.0,5.0,23.0,13.0,8.0,3.0,4.0,1.0,1.0,370.0,0.09876543209876543,1.0
3650,0.0,3.0,74.0,152.23287671232876,4.0,4.0,20.0,12.0,8.0,2.0,5.0,1.0,1.0,315.0,0.10810810810810811,1.0
3651,0.0,3.0,65.0,240.203125,5.0,5.0,16.0,8.0,8.0,1.0,3.0,1.0,0.0,385.0,0.12307692307692308,1.0
3652,0.0,3.0,54.0,214.45283018867926,4.0,4.0,11.0,8.0,3.0,3.0,2.0,1.0,1.0,366.0,0.05555555555555555,1.0
3653,1.0,2.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3654,1.0,2.0,108.0,150.6728971962617,5.0,5.0,32.0,29.0,3.0,9.0,5.0,1.0,1.0,356.0,0.027777777777777776,0.0
3655,0.0,3.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3656,0.0,3.0,81.0,258.4,7.0,7.0,21.0,9.0,10.0,4.0,1.0,1.0,1.0,368.0,0.12345679012345678,1.0
3657,1.0,2.0,13.0,18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3658,0.0,3.0,122.0,153.47107438016528,6.0,7.0,34.0,31.0,2.0,10.0,2.0,1.0,1.0,341.0,0.01639344262295082,0.0
3660,1.0,2.0,13.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3661,1.0,2.0,105.0,279.58653846153845,9.0,9.0,30.0,14.0,15.0,2.0,2.0,1.0,1.0,376.0,0.14285714285714285,1.0
3662,0.0,3.0,49.0,92.22916666666667,2.0,2.0,13.0,7.0,6.0,2.0,0.0,1.0,1.0,366.0,0.12244897959183673,1.0
3663,1.0,2.0,53.0,278.3076923076923,5.0,5.0,11.0,7.0,3.0,1.0,2.0,1.0,0.0,372.0,0.05660377358490566,1.0
3664,0.0,3.0,13.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3665,0.0,3.0,115.0,196.71929824561403,7.0,7.0,35.0,23.0,10.0,8.0,3.0,1.0,1.0,401.0,0.08695652173913043,1.0
3666,1.0,2.0,13.0,20.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3667,0.0,3.0,82.0,303.87654320987656,7.0,7.0,22.0,11.0,8.0,1.0,5.0,1.0,0.0,375.0,0.0975609756097561,1.0
3668,0.0,3.0,49.0,162.20833333333334,3.0,3.0,13.0,4.0,8.0,1.0,0.0,1.0,0.0,405.0,0.16326530612244897,1.0
3670,1.0,2.0,40.0,88.43589743589743,2.0,2.0,9.0,4.0,5.0,0.0,2.0,1.0,0.0,360.0,0.125,1.0
3671,0.0,3.0,13.0,20.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3672,1.0,2.0,13.0,15.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3673,0.0,3.0,57.0,207.17857142857142,4.0,4.0,14.0,8.0,6.0,1.0,2.0,1.0,0.0,385.0,0.10526315789473684,1.0
3676,0.0,3.0,53.0,166.5,3.0,3.0,13.0,6.0,6.0,4.0,1.0,1.0,0.0,346.0,0.11320754716981132,1.0
3677,1.0,2.0,13.0,18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3678,0.0,3.0,40.0,126.48717948717949,2.0,2.0,10.0,3.0,7.0,0.0,0.0,1.0,0.0,367.0,0.175,1.0
3679,1.0,2.0,56.0,201.65454545454546,4.0,4.0,12.0,10.0,2.0,2.0,3.0,1.0,1.0,391.0,0.03571428571428571,1.0
3680,0.0,3.0,66.0,241.58461538461538,5.0,5.0,17.0,10.0,7.0,0.0,3.0,1.0,0.0,324.0,0.10606060606060606,1.0
3682,0.0,3.0,75.0,169.72972972972974,4.0,4.0,21.0,13.0,7.0,4.0,4.0,1.0,0.0,379.0,0.09333333333333334,0.0
3684,0.0,3.0,31.0,155.53333333333333,2.0,2.0,5.0,2.0,2.0,0.0,2.0,1.0,0.0,360.0,0.06451612903225806,1.0
3685,1.0,2.0,100.0,167.65656565656565,5.0,5.0,31.0,22.0,7.0,2.0,9.0,1.0,0.0,381.0,0.07,0.0
3686,1.0,2.0,62.0,132.14754098360655,3.0,3.0,16.0,7.0,9.0,1.0,2.0,1.0,1.0,362.0,0.14516129032258066,1.0
3687,0.0,3.0,13.0,20.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3689,0.0,3.0,13.0,20.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3690,0.0,3.0,91.0,263.22222222222223,7.0,7.0,25.0,11.0,13.0,2.0,5.0,1.0,0.0,371.0,0.14285714285714285,1.0
3691,1.0,2.0,97.0,134.92708333333334,4.0,6.0,27.0,22.0,4.0,3.0,4.0,1.0,0.0,356.0,0.041237113402061855,0.0
3692,0.0,3.0,126.0,180.384,7.0,7.0,40.0,33.0,5.0,8.0,4.0,1.0,1.0,375.0,0.03968253968253968,0.0
3694,0.0,3.0,61.0,247.56666666666666,5.0,5.0,16.0,8.0,6.0,1.0,1.0,1.0,0.0,350.0,0.09836065573770492,1.0
3695,0.0,3.0,13.0,18.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3696,0.0,3.0,40.0,102.38461538461539,2.0,2.0,8.0,5.0,3.0,1.0,2.0,1.0,1.0,350.0,0.075,1.0
3697,0.0,3.0,75.0,216.27027027027026,5.0,5.0,23.0,9.0,12.0,0.0,2.0,1.0,0.0,371.0,0.16,1.0
3698,0.0,3.0,113.0,154.125,5.0,6.0,35.0,24.0,9.0,7.0,5.0,1.0,0.0,365.0,0.07964601769911504,0.0
3699,0.0,3.0,13.0,18.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3700,0.0,3.0,52.0,154.68627450980392,3.0,3.0,13.0,6.0,6.0,1.0,2.0,1.0,1.0,356.0,0.11538461538461539,1.0
3701,0.0,3.0,118.0,181.12820512820514,7.0,7.0,31.0,28.0,2.0,17.0,1.0,1.0,1.0,360.0,0.01694915254237288,0.0
3704,0.0,3.0,66.0,193.75384615384615,4.0,4.0,19.0,7.0,10.0,0.0,4.0,1.0,0.0,338.0,0.15151515151515152,1.0
3705,0.0,3.0,39.0,188.31578947368422,3.0,3.0,8.0,4.0,3.0,0.0,1.0,1.0,0.0,375.0,0.07692307692307693,1.0
3706,0.0,3.0,43.0,100.21428571428571,2.0,2.0,9.0,8.0,0.0,2.0,0.0,1.0,1.0,385.0,0.0,0.0
3707,0.0,3.0,55.0,218.5185185185185,4.0,4.0,14.0,3.0,10.0,2.0,0.0,1.0,0.0,423.0,0.18181818181818182,1.0
3708,0.0,3.0,13.0,20.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3709,0.0,3.0,13.0,18.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3710,0.0,3.0,32.0,146.74193548387098,2.0,2.0,6.0,2.0,4.0,0.0,0.0,1.0,0.0,371.0,0.125,1.0
3711,0.0,3.0,51.0,230.96,4.0,4.0,12.0,7.0,4.0,1.0,0.0,1.0,1.0,382.0,0.0784313725490196,1.0
3712,0.0,3.0,93.0,245.8695652173913,7.0,7.0,28.0,10.0,17.0,1.0,2.0,1.0,0.0,378.0,0.1827956989247312,1.0
3713,0.0,3.0,58.0,201.42105263157896,4.0,4.0,15.0,7.0,6.0,2.0,2.0,1.0,0.0,395.0,0.10344827586206896,1.0
3715,0.0,3.0,13.0,17.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3716,0.0,3.0,79.0,149.56410256410257,4.0,4.0,21.0,18.0,3.0,5.0,5.0,1.0,1.0,344.0,0.0379746835443038,0.0
3717,0.0,3.0,13.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3719,0.0,3.0,77.0,240.44736842105263,6.0,6.0,20.0,12.0,7.0,3.0,2.0,1.0,1.0,369.0,0.09090909090909091,1.0
3720,0.0,3.0,13.0,19.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3721,0.0,3.0,21.0,24.15,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,364.0,0.047619047619047616,1.0
3722,0.0,3.0,62.0,209.40983606557376,4.0,4.0,17.0,5.0,10.0,1.0,3.0,1.0,0.0,359.0,0.16129032258064516,1.0
3723,0.0,3.0,13.0,20.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3724,0.0,3.0,31.0,135.23333333333332,2.0,2.0,6.0,2.0,3.0,0.0,0.0,1.0,0.0,363.0,0.0967741935483871,1.0
3725,0.0,3.0,97.0,156.78125,5.0,6.0,28.0,26.0,0.0,9.0,0.0,1.0,1.0,379.0,0.0,0.0
3726,1.0,2.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3728,1.0,2.0,13.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3730,0.0,3.0,64.0,175.93650793650792,4.0,4.0,19.0,6.0,12.0,1.0,0.0,1.0,0.0,374.0,0.1875,1.0
3731,0.0,3.0,50.0,161.18367346938774,3.0,3.0,14.0,3.0,10.0,0.0,0.0,1.0,0.0,303.0,0.2,1.0
3732,0.0,3.0,46.0,171.2,3.0,3.0,11.0,4.0,7.0,1.0,0.0,1.0,0.0,336.0,0.15217391304347827,1.0
3733,0.0,3.0,211.0,199.0,12.0,13.0,62.0,58.0,2.0,26.0,8.0,1.0,1.0,425.0,0.009478672985781991,0.0
3734,0.0,3.0,49.0,164.66666666666666,3.0,3.0,12.0,8.0,4.0,0.0,1.0,1.0,1.0,316.0,0.08163265306122448,1.0
3735,0.0,3.0,32.0,133.16129032258064,2.0,2.0,5.0,3.0,2.0,0.0,2.0,1.0,0.0,368.0,0.0625,1.0
3736,0.0,3.0,13.0,18.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3737,1.0,2.0,80.0,235.43037974683546,6.0,6.0,23.0,10.0,12.0,2.0,1.0,1.0,0.0,366.0,0.15,1.0
3738,0.0,3.0,67.0,216.36363636363637,5.0,5.0,17.0,11.0,4.0,1.0,5.0,1.0,0.0,301.0,0.05970149253731343,1.0
3739,0.0,3.0,76.0,193.04,5.0,5.0,21.0,8.0,13.0,3.0,2.0,1.0,0.0,301.0,0.17105263157894737,1.0
3740,0.0,3.0,42.0,189.2439024390244,3.0,3.0,8.0,4.0,4.0,1.0,2.0,1.0,0.0,410.0,0.09523809523809523,1.0
3741,0.0,3.0,50.0,166.6122448979592,3.0,3.0,13.0,4.0,8.0,0.0,2.0,1.0,0.0,371.0,0.16,1.0
3742,0.0,3.0,13.0,17.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3743,1.0,2.0,13.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3744,0.0,3.0,13.0,16.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3745,0.0,3.0,40.0,121.1025641025641,2.0,2.0,8.0,8.0,0.0,3.0,0.0,1.0,1.0,383.0,0.0,0.0
3746,0.0,3.0,64.0,193.31746031746033,4.0,4.0,17.0,7.0,9.0,2.0,3.0,1.0,0.0,438.0,0.140625,1.0
3747,1.0,2.0,62.0,187.49180327868854,4.0,4.0,16.0,8.0,7.0,2.0,2.0,1.0,1.0,391.0,0.11290322580645161,1.0
3748,0.0,3.0,44.0,170.1860465116279,3.0,3.0,9.0,5.0,3.0,1.0,2.0,1.0,1.0,365.0,0.06818181818181818,1.0
3749,0.0,3.0,115.0,286.140350877193,10.0,10.0,36.0,14.0,16.0,1.0,4.0,1.0,0.0,355.0,0.1391304347826087,1.0
3750,0.0,3.0,53.0,154.71153846153845,3.0,3.0,14.0,8.0,5.0,0.0,3.0,1.0,0.0,351.0,0.09433962264150944,1.0
3751,0.0,3.0,65.0,207.046875,5.0,5.0,17.0,9.0,6.0,2.0,1.0,1.0,1.0,365.0,0.09230769230769231,1.0
3752,0.0,3.0,55.0,215.64814814814815,4.0,4.0,14.0,6.0,7.0,0.0,1.0,1.0,1.0,334.0,0.12727272727272726,1.0
3753,0.0,3.0,121.0,158.95,6.0,6.0,35.0,30.0,3.0,12.0,2.0,1.0,1.0,417.0,0.024793388429752067,0.0
3754,1.0,2.0,51.0,226.0,4.0,4.0,11.0,6.0,5.0,1.0,2.0,1.0,0.0,383.0,0.09803921568627451,1.0
3755,0.0,3.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3756,0.0,3.0,131.0,214.83846153846153,9.0,9.0,34.0,33.0,1.0,11.0,4.0,1.0,1.0,366.0,0.007633587786259542,0.0
3757,1.0,2.0,124.0,186.35772357723576,7.0,7.0,36.0,28.0,7.0,7.0,11.0,1.0,0.0,345.0,0.056451612903225805,0.0
3758,1.0,2.0,13.0,18.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3759,0.0,3.0,13.0,16.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3760,0.0,3.0,66.0,178.8,4.0,4.0,15.0,15.0,0.0,8.0,1.0,1.0,1.0,364.0,0.0,0.0
3761,0.0,3.0,13.0,20.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3763,0.0,3.0,64.0,189.4920634920635,4.0,4.0,17.0,9.0,7.0,2.0,3.0,1.0,0.0,318.0,0.109375,1.0
3764,0.0,3.0,74.0,150.2054794520548,4.0,5.0,17.0,17.0,0.0,4.0,2.0,1.0,1.0,345.0,0.0,0.0
3765,0.0,3.0,77.0,199.03947368421052,5.0,5.0,23.0,8.0,15.0,0.0,2.0,1.0,0.0,370.0,0.19480519480519481,1.0
3766,0.0,3.0,48.0,146.38297872340425,3.0,3.0,10.0,4.0,5.0,1.0,3.0,1.0,0.0,367.0,0.10416666666666667,1.0
3767,0.0,3.0,73.0,255.65277777777777,6.0,6.0,20.0,10.0,8.0,0.0,3.0,1.0,0.0,362.0,0.1095890410958904,1.0
3768,0.0,3.0,40.0,203.66666666666666,3.0,3.0,9.0,2.0,5.0,0.0,1.0,1.0,0.0,406.0,0.125,1.0
3769,0.0,3.0,13.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3770,0.0,3.0,69.0,221.41176470588235,5.0,5.0,17.0,9.0,6.0,4.0,4.0,1.0,0.0,320.0,0.08695652173913043,1.0
3771,0.0,3.0,109.0,153.05555555555554,5.0,6.0,32.0,27.0,2.0,5.0,8.0,1.0,0.0,342.0,0.01834862385321101,0.0
3772,0.0,3.0,55.0,140.8148148148148,3.0,3.0,14.0,8.0,6.0,1.0,3.0,1.0,0.0,377.0,0.10909090909090909,1.0
3773,0.0,3.0,83.0,94.32926829268293,3.0,4.0,24.0,19.0,4.0,8.0,0.0,1.0,1.0,350.0,0.04819277108433735,0.0
3774,0.0,3.0,13.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3775,0.0,3.0,74.0,202.53424657534248,5.0,5.0,20.0,17.0,3.0,3.0,1.0,1.0,1.0,286.0,0.04054054054054054,1.0
3776,0.0,3.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3777,0.0,3.0,13.0,21.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3778,0.0,3.0,56.0,228.07272727272726,4.0,4.0,13.0,8.0,4.0,1.0,4.0,1.0,0.0,345.0,0.07142857142857142,1.0
3779,0.0,3.0,58.0,146.12280701754386,3.0,3.0,14.0,11.0,3.0,2.0,5.0,1.0,0.0,361.0,0.05172413793103448,0.0
3780,0.0,3.0,13.0,17.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3781,0.0,3.0,60.0,184.35593220338984,4.0,4.0,16.0,9.0,6.0,2.0,0.0,1.0,1.0,338.0,0.1,1.0
3782,0.0,3.0,13.0,19.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3783,0.0,3.0,98.0,242.58762886597938,7.0,7.0,31.0,9.0,18.0,2.0,3.0,1.0,0.0,335.0,0.1836734693877551,1.0
3784,0.0,3.0,13.0,21.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3785,0.0,3.0,84.0,139.0120481927711,4.0,4.0,24.0,20.0,3.0,6.0,4.0,1.0,1.0,316.0,0.03571428571428571,0.0
3786,0.0,3.0,13.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3787,0.0,3.0,13.0,19.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3788,0.0,3.0,51.0,161.74,3.0,3.0,12.0,6.0,6.0,4.0,0.0,1.0,0.0,340.0,0.11764705882352941,1.0
3789,0.0,3.0,120.0,232.9747899159664,8.0,8.0,35.0,17.0,18.0,5.0,7.0,1.0,0.0,344.0,0.15,1.0
3792,0.0,3.0,127.0,213.5952380952381,8.0,10.0,37.0,17.0,20.0,3.0,4.0,1.0,0.0,366.0,0.15748031496062992,1.0
3793,0.0,3.0,13.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3794,1.0,2.0,13.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3795,0.0,3.0,115.0,166.0,6.0,6.0,31.0,29.0,1.0,18.0,3.0,1.0,1.0,358.0,0.008695652173913044,0.0
3796,0.0,3.0,133.0,204.71969696969697,8.0,10.0,38.0,17.0,17.0,3.0,9.0,1.0,0.0,361.0,0.12781954887218044,1.0
3797,0.0,3.0,71.0,211.22857142857143,5.0,5.0,20.0,11.0,6.0,2.0,2.0,1.0,1.0,304.0,0.08450704225352113,1.0
3798,0.0,3.0,13.0,19.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3799,1.0,2.0,13.0,18.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3800,0.0,3.0,48.0,178.06382978723406,3.0,3.0,11.0,4.0,7.0,1.0,2.0,1.0,0.0,346.0,0.14583333333333334,1.0
3801,0.0,3.0,110.0,177.61467889908258,6.0,6.0,32.0,29.0,3.0,10.0,3.0,1.0,1.0,401.0,0.02727272727272727,0.0
3802,1.0,2.0,13.0,19.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3803,0.0,3.0,55.0,200.05555555555554,4.0,4.0,15.0,5.0,8.0,0.0,0.0,1.0,1.0,357.0,0.14545454545454545,1.0
3804,0.0,3.0,63.0,187.80645161290323,4.0,4.0,16.0,7.0,9.0,4.0,0.0,1.0,1.0,363.0,0.14285714285714285,1.0
3805,0.0,3.0,215.0,202.36915887850466,13.0,15.0,58.0,54.0,2.0,25.0,8.0,1.0,1.0,324.0,0.009302325581395349,0.0
3806,0.0,3.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3807,0.0,3.0,28.0,28.814814814814813,1.0,1.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,374.0,0.0,0.0
3808,0.0,3.0,68.0,175.7910447761194,4.0,4.0,18.0,18.0,0.0,4.0,1.0,1.0,1.0,373.0,0.0,0.0
3809,0.0,3.0,147.0,179.14383561643837,8.0,10.0,46.0,22.0,23.0,1.0,5.0,1.0,1.0,383.0,0.1564625850340136,1.0
3810,0.0,3.0,70.0,163.7826086956522,4.0,4.0,18.0,16.0,2.0,5.0,2.0,1.0,1.0,394.0,0.02857142857142857,0.0
3811,0.0,3.0,13.0,18.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3812,1.0,2.0,76.0,265.24,6.0,6.0,22.0,5.0,14.0,2.0,1.0,1.0,0.0,357.0,0.18421052631578946,1.0
3813,0.0,3.0,89.0,135.48863636363637,4.0,6.0,21.0,19.0,1.0,7.0,3.0,1.0,1.0,447.0,0.011235955056179775,0.0
3814,1.0,2.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3815,0.0,3.0,95.0,226.54255319148936,6.0,6.0,27.0,14.0,12.0,3.0,4.0,1.0,0.0,363.0,0.12631578947368421,1.0
3816,0.0,3.0,56.0,143.8,3.0,3.0,15.0,7.0,8.0,2.0,0.0,1.0,1.0,392.0,0.14285714285714285,1.0
3817,0.0,3.0,48.0,166.59574468085106,3.0,3.0,11.0,5.0,5.0,1.0,3.0,1.0,0.0,406.0,0.10416666666666667,1.0
3818,1.0,2.0,55.0,149.24074074074073,3.0,3.0,14.0,6.0,8.0,2.0,2.0,1.0,0.0,370.0,0.14545454545454545,1.0
3819,0.0,3.0,48.0,171.95744680851064,3.0,3.0,12.0,2.0,9.0,0.0,2.0,1.0,0.0,342.0,0.1875,1.0
3820,0.0,3.0,88.0,215.816091954023,6.0,6.0,26.0,19.0,6.0,4.0,0.0,1.0,1.0,409.0,0.06818181818181818,1.0
3821,0.0,3.0,54.0,151.83018867924528,3.0,3.0,12.0,11.0,1.0,2.0,4.0,1.0,1.0,357.0,0.018518518518518517,0.0
3822,0.0,3.0,74.0,196.57534246575344,5.0,5.0,21.0,11.0,8.0,2.0,3.0,1.0,0.0,389.0,0.10810810810810811,1.0
3823,0.0,3.0,67.0,294.3181818181818,6.0,6.0,17.0,8.0,7.0,1.0,2.0,1.0,0.0,351.0,0.1044776119402985,1.0
3824,0.0,3.0,42.0,99.1219512195122,2.0,2.0,9.0,8.0,1.0,3.0,0.0,1.0,1.0,362.0,0.023809523809523808,0.0
3825,0.0,3.0,30.0,142.3448275862069,2.0,2.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,402.0,0.13333333333333333,1.0
3826,0.0,3.0,50.0,167.59183673469389,3.0,3.0,14.0,4.0,8.0,0.0,1.0,1.0,0.0,344.0,0.16,1.0
3828,0.0,3.0,13.0,18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3829,0.0,3.0,134.0,268.56390977443607,11.0,11.0,42.0,15.0,23.0,1.0,6.0,1.0,0.0,354.0,0.17164179104477612,1.0
3830,0.0,3.0,138.0,161.46715328467153,7.0,8.0,39.0,37.0,1.0,15.0,3.0,1.0,1.0,373.0,0.007246376811594203,0.0
3831,0.0,3.0,57.0,145.55357142857142,3.0,3.0,15.0,8.0,6.0,3.0,1.0,1.0,1.0,413.0,0.10526315789473684,1.0
3833,1.0,2.0,114.0,210.858407079646,8.0,9.0,31.0,19.0,12.0,5.0,4.0,1.0,1.0,365.0,0.10526315789473684,1.0
3834,0.0,3.0,46.0,174.95555555555555,3.0,3.0,10.0,6.0,4.0,2.0,0.0,1.0,1.0,428.0,0.08695652173913043,1.0
3835,0.0,3.0,13.0,19.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3836,0.0,3.0,13.0,19.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3837,0.0,3.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
3839,1.0,2.0,83.0,228.0731707317073,6.0,6.0,24.0,9.0,13.0,4.0,0.0,1.0,1.0,401.0,0.1566265060240964,1.0
3840,0.0,3.0,80.0,191.41772151898735,5.0,5.0,21.0,21.0,0.0,5.0,3.0,1.0,1.0,383.0,0.0,0.0
3841,0.0,3.0,34.0,134.12121212121212,2.0,2.0,6.0,4.0,2.0,1.0,1.0,1.0,0.0,378.0,0.058823529411764705,1.0
3842,0.0,3.0,83.0,229.29268292682926,6.0,7.0,20.0,11.0,8.0,3.0,5.0,1.0,0.0,388.0,0.0963855421686747,1.0
3843,0.0,3.0,118.0,101.90598290598291,4.0,5.0,38.0,33.0,3.0,10.0,0.0,1.0,1.0,339.0,0.025423728813559324,0.0
3845,0.0,3.0,61.0,197.21666666666667,4.0,4.0,15.0,8.0,7.0,2.0,3.0,1.0,0.0,336.0,0.11475409836065574,1.0
