,user_id,onboarding_skips,quiz_answers,total_events,avg_event_interval_sec,chat_opens,chat_views,messages_sent,messages_received,answer_errors,likes,dislikes,successful_purchase,model_changes,time_to_first_message_sec,error_rate,is_churned,goals_creative,goals_professional,goals_personal_dev,goals_social_entertain,assist_detailed,assist_concise,interest_creative_arts,interest_practical,interest_outdoor,interest_intellectual,interest_business_tech,interest_lifestyle
1729,1984,0.0,3.0,69.0,293.22058823529414,6.0,6.0,16.0,9.0,7.0,1.0,4.0,1.0,0.0,359.0,0.4375,1.0,1,1,1,0,1,0,0,0,1,1,0,1
1730,1986,0.0,3.0,189.0,152.8244680851064,9.0,11.0,56.0,51.0,5.0,17.0,7.0,1.0,1.0,390.0,0.0892857142857142,0.0,0,1,1,0,0,1,0,0,0,1,0,0
1731,1987,0.0,3.0,13.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,1,1,0,1,0,0
1732,1989,0.0,3.0,13.0,19.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,1,0,1,0,1,1,1,1,0,0
1733,1992,0.0,3.0,55.0,202.57407407407408,4.0,4.0,13.0,8.0,5.0,2.0,0.0,1.0,1.0,395.0,0.3846153846153846,1.0,1,1,0,0,1,0,0,0,1,1,0,0
1734,1993,0.0,3.0,64.0,129.88888888888889,3.0,3.0,16.0,12.0,4.0,4.0,5.0,1.0,0.0,356.0,0.25,0.0,0,1,1,1,1,0,1,1,0,1,1,0
1735,1994,0.0,3.0,13.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1
1736,1996,1.0,2.0,13.0,20.08333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,0,0,1,0,1,0,1,1,0,1
1737,1997,0.0,3.0,13.0,17.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,1,0,0,0,0,1
1738,1998,0.0,3.0,13.0,20.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,0,0,1,0,0,1
1739,2001,0.0,3.0,32.0,132.38709677419354,2.0,2.0,7.0,0.0,5.0,0.0,0.0,1.0,0.0,317.0,0.7142857142857143,1.0,1,1,1,0,1,0,0,1,0,0,0,0
1740,2002,1.0,2.0,13.0,21.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0
1741,2003,0.0,3.0,84.0,261.4096385542169,7.0,7.0,22.0,10.0,11.0,2.0,4.0,1.0,0.0,359.0,0.5,1.0,0,1,1,1,1,0,1,1,1,0,0,0
1742,2005,0.0,3.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,0,1,1,0,0,0,0,1,0,0
1743,2006,0.0,3.0,96.0,274.61052631578946,8.0,8.0,25.0,18.0,7.0,5.0,2.0,1.0,1.0,366.0,0.28,1.0,1,1,0,0,1,0,1,1,0,0,1,0
1744,2007,1.0,2.0,113.0,272.5178571428572,9.0,9.0,34.0,12.0,19.0,3.0,4.0,1.0,0.0,358.0,0.5588235294117647,1.0,1,1,1,0,0,0,0,0,1,1,0,0
1745,2008,0.0,3.0,108.0,206.92523364485984,7.0,7.0,28.0,25.0,3.0,5.0,5.0,1.0,1.0,353.0,0.1071428571428571,0.0,1,1,0,0,0,1,0,0,0,1,0,0
1746,2010,0.0,3.0,88.0,176.35632183908046,5.0,5.0,23.0,23.0,0.0,10.0,2.0,1.0,1.0,378.0,0.0,0.0,1,1,0,0,1,0,1,0,1,0,1,0
1747,2013,0.0,3.0,91.0,164.03333333333333,5.0,5.0,23.0,20.0,2.0,9.0,1.0,1.0,1.0,341.0,0.0869565217391304,0.0,1,1,0,1,1,0,1,1,0,0,0,1
1748,2014,0.0,3.0,84.0,141.18072289156626,4.0,4.0,23.0,23.0,0.0,8.0,3.0,1.0,1.0,413.0,0.0,0.0,0,0,1,0,1,0,1,0,0,0,1,1
1749,2015,0.0,3.0,42.0,197.14634146341464,3.0,3.0,8.0,4.0,4.0,0.0,2.0,1.0,1.0,354.0,0.5,1.0,1,1,1,0,0,1,1,0,0,1,0,1
1750,2016,0.0,3.0,57.0,156.625,3.0,3.0,16.0,9.0,7.0,0.0,2.0,1.0,0.0,392.0,0.4375,1.0,1,1,0,1,1,0,0,0,1,0,0,0
1751,2017,0.0,3.0,81.0,253.35,6.0,6.0,21.0,11.0,9.0,4.0,4.0,1.0,0.0,403.0,0.4285714285714285,1.0,1,1,0,0,1,0,1,0,0,0,0,0
1752,2018,0.0,3.0,90.0,260.8314606741573,7.0,7.0,26.0,8.0,17.0,2.0,2.0,1.0,0.0,353.0,0.6538461538461539,1.0,1,1,0,1,1,0,1,1,1,1,0,1
1753,2020,1.0,2.0,64.0,242.63492063492063,5.0,5.0,17.0,7.0,9.0,1.0,1.0,1.0,0.0,380.0,0.5294117647058824,1.0,1,1,0,0,0,0,1,0,0,0,1,1
1754,2021,0.0,3.0,69.0,227.55882352941177,5.0,5.0,20.0,9.0,10.0,0.0,0.0,1.0,1.0,343.0,0.5,1.0,0,1,1,0,1,0,1,0,1,1,0,0
1755,2022,1.0,2.0,111.0,221.0636363636364,8.0,8.0,32.0,18.0,12.0,9.0,1.0,1.0,1.0,386.0,0.375,1.0,1,1,1,0,1,0,0,0,0,0,0,0
1756,2023,0.0,3.0,13.0,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,1,1,0,1,0,0,1,1,1
1757,2024,0.0,3.0,64.0,230.968253968254,5.0,5.0,17.0,5.0,11.0,0.0,2.0,1.0,0.0,391.0,0.6470588235294118,1.0,1,1,0,0,1,0,1,0,1,1,0,1
1758,2025,0.0,3.0,32.0,138.25806451612902,2.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,356.0,0.4,1.0,0,1,1,1,1,0,0,0,1,0,0,0
1759,2026,1.0,2.0,13.0,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0
1760,2027,0.0,3.0,95.0,165.9255319148936,5.0,5.0,28.0,25.0,2.0,8.0,2.0,1.0,1.0,377.0,0.0714285714285714,0.0,1,1,0,0,1,0,1,0,0,0,0,0
1761,2028,0.0,3.0,82.0,202.3827160493827,5.0,5.0,24.0,12.0,10.0,3.0,4.0,1.0,0.0,410.0,0.4166666666666667,1.0,1,1,0,1,1,0,0,1,0,1,0,0
1762,2029,0.0,3.0,80.0,103.35443037974684,3.0,3.0,23.0,21.0,2.0,7.0,3.0,1.0,1.0,360.0,0.0869565217391304,0.0,1,1,0,0,1,0,1,1,0,0,0,1
1763,2030,0.0,3.0,39.0,131.55263157894737,2.0,2.0,9.0,4.0,4.0,0.0,2.0,1.0,0.0,354.0,0.4444444444444444,1.0,1,1,1,0,1,0,1,0,0,1,0,0
1764,2031,0.0,3.0,133.0,244.5530303030303,10.0,10.0,39.0,19.0,18.0,6.0,7.0,1.0,0.0,355.0,0.4615384615384615,1.0,1,1,0,1,1,0,0,1,0,0,0,0
1765,2032,0.0,3.0,13.0,19.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,0,1,1,0,1,0,1,0,0,1
1766,2033,0.0,3.0,13.0,18.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,1,0,1,0,1,0,0,0,0,1
1767,2034,0.0,3.0,39.0,109.1842105263158,2.0,2.0,8.0,5.0,3.0,1.0,2.0,1.0,0.0,394.0,0.375,1.0,1,1,0,0,1,0,1,0,0,1,0,1
1768,2035,0.0,3.0,13.0,22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,1,0,1,0,1,0,1,0,0,0
1769,2036,0.0,3.0,44.0,193.65116279069767,3.0,3.0,9.0,5.0,4.0,2.0,1.0,1.0,0.0,362.0,0.4444444444444444,1.0,1,1,0,1,1,0,0,1,1,1,1,0
1770,2038,0.0,3.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,1,0,1,1,0,0
1771,2039,1.0,2.0,104.0,146.93203883495147,5.0,6.0,28.0,26.0,1.0,12.0,1.0,1.0,1.0,376.0,0.0357142857142857,0.0,0,0,0,0,1,0,1,1,0,1,0,0
1772,2040,0.0,3.0,89.0,259.85227272727275,7.0,7.0,24.0,9.0,14.0,2.0,5.0,1.0,0.0,357.0,0.5833333333333334,1.0,0,1,1,0,1,0,1,1,0,1,1,0
1773,2041,0.0,3.0,73.0,220.91666666666663,5.0,5.0,22.0,5.0,14.0,0.0,3.0,1.0,0.0,359.0,0.6363636363636364,1.0,1,1,0,0,0,1,0,0,1,1,0,0
1774,2042,0.0,3.0,13.0,18.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,1,1,0,0,0,0
1775,2043,0.0,3.0,13.0,18.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,0,1,1,0,0,0,0,0
1776,2044,0.0,3.0,46.0,101.11111111111111,2.0,2.0,11.0,10.0,1.0,2.0,1.0,1.0,1.0,424.0,0.0909090909090909,0.0,1,1,1,0,1,0,0,0,1,0,1,0
1777,2046,0.0,3.0,41.0,197.925,3.0,3.0,9.0,4.0,4.0,1.0,0.0,1.0,0.0,403.0,0.4444444444444444,1.0,0,1,0,1,1,0,0,1,0,1,1,1
1778,2047,0.0,3.0,34.0,122.15151515151516,2.0,2.0,7.0,2.0,4.0,0.0,1.0,1.0,0.0,369.0,0.5714285714285714,1.0,0,1,1,0,1,0,0,0,0,1,0,0
1779,2048,0.0,3.0,177.0,238.17045454545453,12.0,12.0,53.0,41.0,8.0,9.0,16.0,1.0,0.0,357.0,0.1509433962264151,0.0,1,1,1,0,1,0,0,0,1,0,1,0
1780,2049,0.0,3.0,113.0,149.99107142857142,5.0,6.0,31.0,26.0,4.0,11.0,5.0,1.0,0.0,372.0,0.1290322580645161,0.0,1,1,0,1,1,0,1,1,1,0,1,0
1781,2050,0.0,3.0,13.0,20.08333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1
1782,2051,0.0,3.0,70.0,162.2608695652174,4.0,4.0,19.0,12.0,7.0,4.0,1.0,1.0,1.0,401.0,0.3684210526315789,1.0,0,1,1,1,1,0,1,1,0,0,0,1
1783,2053,1.0,2.0,13.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0
1784,2055,0.0,3.0,89.0,179.51136363636363,5.0,5.0,26.0,16.0,9.0,6.0,2.0,1.0,1.0,408.0,0.3461538461538461,1.0,1,1,0,0,1,0,0,0,0,0,0,1
1785,2056,0.0,3.0,56.0,154.85454545454544,3.0,3.0,13.0,10.0,3.0,1.0,5.0,1.0,1.0,422.0,0.2307692307692307,1.0,1,1,0,0,1,0,0,0,0,0,1,0
1786,2057,0.0,3.0,61.0,189.06666666666663,4.0,4.0,17.0,7.0,9.0,1.0,0.0,1.0,1.0,331.0,0.5294117647058824,1.0,0,1,0,1,1,0,1,1,1,0,0,0
1787,2058,0.0,3.0,141.0,219.45,9.0,9.0,38.0,31.0,5.0,11.0,9.0,1.0,0.0,361.0,0.131578947368421,0.0,1,1,0,0,1,0,1,1,0,1,0,0
1788,2059,0.0,3.0,91.0,223.32222222222225,6.0,7.0,21.0,9.0,11.0,1.0,7.0,1.0,0.0,347.0,0.5238095238095238,1.0,0,1,1,0,1,0,0,1,0,0,0,0
1789,2061,0.0,3.0,13.0,15.416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,0,0,0,1,1,1
1790,2062,0.0,3.0,13.0,19.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,1,1,1,0,0,1,0,0,0,0
1791,2063,0.0,3.0,62.0,177.27868852459017,4.0,4.0,17.0,9.0,8.0,1.0,0.0,1.0,1.0,334.0,0.4705882352941176,1.0,1,0,0,0,0,1,0,1,1,1,0,1
1792,2064,0.0,3.0,67.0,164.42424242424244,4.0,4.0,18.0,12.0,6.0,4.0,0.0,1.0,1.0,366.0,0.3333333333333333,1.0,1,0,0,0,1,0,1,0,1,1,0,1
1793,2065,0.0,3.0,37.0,127.19444444444444,2.0,2.0,9.0,1.0,6.0,0.0,1.0,1.0,0.0,369.0,0.6666666666666666,1.0,1,0,0,0,1,0,0,1,0,0,0,0
1794,2066,1.0,2.0,13.0,19.08333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,1,1,0,0,0,0,0,0,0
1795,2067,0.0,3.0,113.0,177.61607142857142,6.0,6.0,33.0,28.0,3.0,8.0,9.0,1.0,0.0,360.0,0.0909090909090909,0.0,1,1,0,1,0,1,0,0,0,1,0,0
1796,2068,0.0,3.0,58.0,142.0701754385965,3.0,3.0,15.0,8.0,6.0,2.0,4.0,1.0,0.0,405.0,0.4,1.0,0,1,0,1,1,0,1,1,1,0,1,0
1797,2069,0.0,3.0,13.0,19.08333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,1,0,1,0,1,0,1,1,0,1
1798,2070,0.0,3.0,60.0,199.89830508474577,4.0,4.0,18.0,5.0,10.0,0.0,1.0,1.0,0.0,367.0,0.5555555555555556,1.0,0,1,0,1,1,0,0,0,0,1,0,0
1799,2071,0.0,3.0,76.0,198.2,5.0,5.0,20.0,14.0,5.0,6.0,1.0,1.0,1.0,408.0,0.25,1.0,0,1,1,0,1,0,1,0,0,0,0,1
1800,2072,0.0,3.0,134.0,224.52631578947367,9.0,9.0,38.0,25.0,13.0,6.0,4.0,1.0,1.0,347.0,0.3421052631578947,1.0,0,1,1,1,0,1,0,0,0,1,1,0
1801,2073,0.0,3.0,68.0,214.46268656716416,5.0,5.0,17.0,10.0,6.0,2.0,4.0,1.0,0.0,376.0,0.3529411764705882,1.0,1,1,1,0,0,1,0,0,0,1,0,0
1802,2075,0.0,3.0,134.0,198.18045112781957,8.0,8.0,39.0,33.0,5.0,9.0,10.0,1.0,0.0,427.0,0.1282051282051282,0.0,0,1,1,0,1,0,0,0,1,0,0,0
1803,2076,1.0,2.0,50.0,163.10204081632654,3.0,3.0,11.0,8.0,3.0,1.0,3.0,1.0,1.0,379.0,0.2727272727272727,1.0,1,1,0,1,1,0,0,0,0,0,0,0
1804,2077,0.0,3.0,13.0,17.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0
1805,2078,0.0,3.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,0,0,0,1,0,0,1,0,0,0,1
1806,2079,0.0,3.0,70.0,160.4927536231884,4.0,4.0,18.0,13.0,4.0,6.0,2.0,1.0,1.0,341.0,0.2222222222222222,1.0,1,1,0,0,1,0,1,0,0,1,1,0
1807,2080,0.0,3.0,35.0,121.88235294117646,2.0,2.0,7.0,2.0,5.0,0.0,1.0,1.0,0.0,360.0,0.7142857142857143,1.0,1,1,0,0,1,0,1,0,0,1,0,0
1808,2081,0.0,3.0,13.0,16.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,0,1,1,0,0,1,1,1,0,0
1809,2082,0.0,3.0,13.0,18.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,1,1,0,1,0,0,0,0,1
1810,2083,0.0,3.0,91.0,206.27777777777777,6.0,6.0,27.0,11.0,16.0,4.0,1.0,1.0,0.0,360.0,0.5925925925925926,1.0,0,1,0,1,1,0,1,0,0,1,0,1
1811,2084,0.0,3.0,13.0,19.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,1,1,0,1,1,0,1,0,0
1812,2085,1.0,2.0,64.0,188.95238095238096,4.0,4.0,16.0,7.0,9.0,1.0,5.0,1.0,0.0,337.0,0.5625,1.0,0,1,0,1,1,0,0,0,0,0,0,0
1813,2086,0.0,3.0,66.0,233.33846153846156,5.0,5.0,16.0,9.0,7.0,3.0,2.0,1.0,0.0,339.0,0.4375,1.0,1,1,1,0,1,0,1,1,0,1,0,1
1814,2087,0.0,3.0,80.0,236.26582278481013,6.0,7.0,20.0,8.0,10.0,0.0,3.0,1.0,0.0,387.0,0.5,1.0,1,1,0,0,1,0,1,1,0,1,0,1
1815,2088,1.0,2.0,80.0,110.0,3.0,3.0,23.0,19.0,4.0,4.0,7.0,1.0,0.0,353.0,0.1739130434782608,0.0,1,1,0,1,1,0,0,0,0,0,0,0
1816,2089,0.0,3.0,126.0,197.888,8.0,8.0,37.0,30.0,5.0,13.0,2.0,1.0,1.0,341.0,0.1351351351351351,0.0,1,1,0,0,1,0,1,0,1,0,0,0
1817,2090,0.0,3.0,108.0,218.16822429906543,7.0,7.0,33.0,12.0,20.0,4.0,4.0,1.0,0.0,400.0,0.6060606060606061,1.0,1,1,0,1,0,1,1,1,0,1,0,0
1818,2091,1.0,2.0,13.0,16.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,0,0,1,0,1,1,0,1,0,0
1819,2092,0.0,3.0,13.0,22.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,1,1,1,0,0,0,1,0,0,0
1820,2093,0.0,3.0,86.0,178.6235294117647,5.0,5.0,22.0,21.0,1.0,5.0,1.0,1.0,1.0,360.0,0.0454545454545454,0.0,1,0,0,0,0,1,1,1,1,1,0,0
1821,2094,0.0,3.0,13.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,1,1,0,1,0,1
1822,2095,1.0,2.0,123.0,177.75409836065575,7.0,7.0,36.0,32.0,4.0,15.0,0.0,1.0,1.0,384.0,0.1111111111111111,0.0,1,1,0,1,1,0,0,0,0,0,0,0
1823,2097,0.0,3.0,13.0,15.083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,0,1,1,0,0,0,0,1,0,0
1824,2098,0.0,3.0,67.0,274.969696969697,6.0,6.0,16.0,11.0,4.0,1.0,3.0,1.0,0.0,397.0,0.25,1.0,1,1,0,1,1,0,0,0,1,1,0,1
1825,2099,0.0,3.0,61.0,138.16666666666666,3.0,3.0,17.0,5.0,11.0,1.0,4.0,1.0,0.0,394.0,0.6470588235294118,1.0,0,1,1,0,1,0,1,1,1,0,0,1
1826,2100,0.0,3.0,13.0,16.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,1,1,0,0,0,0,1,0,0
1827,2101,0.0,3.0,57.0,210.39285714285717,4.0,4.0,15.0,7.0,7.0,2.0,0.0,1.0,0.0,355.0,0.4666666666666667,1.0,1,1,0,1,1,0,1,0,0,1,0,0
1828,2103,0.0,3.0,171.0,149.7235294117647,8.0,9.0,51.0,46.0,4.0,16.0,5.0,1.0,1.0,359.0,0.0784313725490196,0.0,1,1,1,0,1,0,1,0,0,1,0,0
1829,2104,1.0,2.0,58.0,203.57894736842104,4.0,4.0,13.0,11.0,1.0,3.0,4.0,1.0,0.0,359.0,0.0769230769230769,0.0,0,1,1,0,0,0,1,1,1,1,0,0
1830,2105,0.0,3.0,99.0,158.10204081632654,5.0,5.0,28.0,26.0,2.0,11.0,2.0,1.0,1.0,362.0,0.0714285714285714,0.0,1,1,0,0,1,0,1,0,0,0,0,0
1831,2106,1.0,2.0,95.0,171.80851063829786,5.0,6.0,27.0,22.0,4.0,7.0,2.0,1.0,0.0,365.0,0.1481481481481481,0.0,0,0,0,0,1,0,1,0,1,1,0,1
1832,2107,0.0,3.0,93.0,251.7173913043478,7.0,7.0,27.0,17.0,10.0,2.0,1.0,1.0,1.0,392.0,0.3703703703703703,1.0,1,1,1,0,0,1,1,1,0,0,0,1
1833,2108,0.0,3.0,49.0,176.45833333333334,3.0,3.0,11.0,9.0,1.0,4.0,0.0,1.0,1.0,347.0,0.0909090909090909,0.0,1,1,1,0,1,0,0,1,0,0,1,1
1834,2111,0.0,3.0,62.0,136.7377049180328,3.0,3.0,14.0,14.0,0.0,9.0,1.0,1.0,1.0,400.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,1
1835,2112,0.0,3.0,115.0,231.5701754385965,8.0,8.0,35.0,13.0,20.0,5.0,4.0,1.0,0.0,344.0,0.5714285714285714,1.0,1,1,1,0,1,0,1,0,0,0,0,0
1836,2113,0.0,3.0,69.0,233.4705882352941,5.0,5.0,20.0,8.0,10.0,0.0,2.0,1.0,0.0,390.0,0.5,1.0,1,1,0,0,1,0,1,1,0,1,0,1
1837,2114,0.0,3.0,53.0,89.03846153846153,2.0,2.0,12.0,12.0,0.0,6.0,2.0,1.0,1.0,358.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,1,1
1838,2115,0.0,3.0,39.0,118.34210526315788,2.0,2.0,7.0,7.0,0.0,2.0,3.0,1.0,0.0,359.0,0.0,0.0,1,1,0,1,1,0,1,0,0,1,0,0
1839,2116,0.0,3.0,52.0,225.80392156862743,4.0,4.0,12.0,9.0,3.0,0.0,1.0,1.0,1.0,419.0,0.25,1.0,1,1,0,0,1,0,0,1,1,0,0,0
1840,2117,1.0,2.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0
1841,2118,0.0,3.0,49.0,223.875,4.0,4.0,11.0,5.0,5.0,1.0,1.0,1.0,0.0,363.0,0.4545454545454545,1.0,1,1,0,1,1,0,1,0,0,0,0,0
1842,2119,0.0,3.0,62.0,194.4754098360656,4.0,4.0,17.0,6.0,10.0,0.0,3.0,1.0,0.0,346.0,0.5882352941176471,1.0,0,1,0,1,1,0,0,1,0,0,0,0
1843,2120,0.0,3.0,57.0,212.64285714285717,4.0,4.0,15.0,6.0,7.0,2.0,1.0,1.0,0.0,431.0,0.4666666666666667,1.0,1,1,0,1,1,0,1,0,1,1,1,1
1844,2121,0.0,3.0,43.0,88.19047619047619,2.0,2.0,9.0,9.0,0.0,1.0,0.0,1.0,1.0,354.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1
1845,2122,0.0,3.0,56.0,215.0,4.0,4.0,15.0,6.0,8.0,0.0,1.0,1.0,0.0,389.0,0.5333333333333333,1.0,0,1,0,1,1,0,1,1,0,1,0,0
1846,2123,1.0,2.0,36.0,207.37142857142857,3.0,3.0,6.0,5.0,0.0,1.0,0.0,1.0,1.0,394.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,1,1
1847,2125,0.0,3.0,113.0,168.57142857142858,6.0,7.0,30.0,21.0,6.0,5.0,9.0,1.0,0.0,368.0,0.2,0.0,1,1,0,0,1,0,1,0,0,0,0,1
1848,2126,0.0,3.0,13.0,18.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1
1849,2127,0.0,3.0,71.0,227.88571428571427,5.0,5.0,21.0,5.0,14.0,1.0,1.0,1.0,0.0,408.0,0.6666666666666666,1.0,1,1,0,1,1,0,1,1,0,0,0,1
1850,2128,0.0,3.0,13.0,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0
1851,2129,1.0,2.0,13.0,19.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,0,0,1,0,1,0,0,1,1,0
1852,2131,0.0,3.0,328.0,233.40366972477065,21.0,21.0,105.0,87.0,9.0,25.0,25.0,1.0,0.0,330.0,0.0857142857142857,0.0,0,1,0,1,1,0,1,1,0,0,1,0
1853,2132,0.0,3.0,13.0,20.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,0,1,1,0,0,1,0,1,0,0
1854,2133,0.0,3.0,50.0,165.42857142857142,3.0,3.0,12.0,5.0,6.0,2.0,2.0,1.0,0.0,399.0,0.5,1.0,1,1,0,0,0,1,1,0,1,1,0,0
1855,2134,0.0,3.0,13.0,18.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,1,0,1,0,1,0,0,1,0,0
1856,2135,1.0,2.0,13.0,17.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,0,0,1,0,1,1,0,0,0,0
1857,2136,0.0,3.0,69.0,179.7941176470588,4.0,4.0,18.0,11.0,7.0,1.0,6.0,1.0,0.0,391.0,0.3888888888888889,1.0,1,1,1,0,1,0,1,0,1,1,0,0
1858,2137,0.0,3.0,57.0,206.625,4.0,4.0,14.0,7.0,7.0,1.0,1.0,1.0,1.0,389.0,0.5,1.0,0,1,1,0,1,0,1,1,1,0,0,1
1859,2138,0.0,3.0,77.0,201.0394736842105,5.0,5.0,22.0,10.0,10.0,2.0,4.0,1.0,0.0,349.0,0.4545454545454545,1.0,1,1,0,0,1,0,0,0,1,0,0,1
1860,2139,0.0,3.0,94.0,212.11827956989248,6.0,6.0,27.0,9.0,17.0,0.0,4.0,1.0,0.0,378.0,0.6296296296296297,1.0,0,1,1,0,1,0,1,1,0,0,0,1
1861,2140,0.0,3.0,67.0,163.24242424242425,4.0,4.0,19.0,6.0,12.0,2.0,2.0,1.0,0.0,358.0,0.631578947368421,1.0,1,1,0,0,1,0,1,1,1,1,0,1
1862,2141,0.0,3.0,87.0,177.0581395348837,5.0,6.0,24.0,12.0,12.0,1.0,5.0,1.0,0.0,361.0,0.5,1.0,0,1,0,1,1,0,1,1,0,0,0,0
1863,2142,0.0,3.0,13.0,21.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,1,0,1,0,1,0,0,1,0,1
1864,2144,0.0,3.0,121.0,155.825,6.0,7.0,34.0,31.0,1.0,14.0,4.0,1.0,1.0,380.0,0.0294117647058823,0.0,0,1,0,1,1,0,1,0,0,1,1,1
1865,2146,0.0,3.0,13.0,17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,1,1,1,0,0,1,0,0,0,0
1866,2148,0.0,3.0,124.0,200.96747967479675,8.0,8.0,35.0,29.0,4.0,11.0,3.0,1.0,1.0,399.0,0.1142857142857142,0.0,1,1,1,0,1,0,1,1,0,1,0,0
